"Date","PHU ID","PHU name","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-12-07,2233,"GREY BRUCE","Adults_18plus",121631,,118660,,143640,.8468,.8261,
2021-12-07,2234,"HALDIMAND-NORFOLK","Adults_18plus",83533,,81222,,97564,.8562,.8325,
2021-12-07,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Adults_18plus",143235,,139229,,161500,.8869,.8621,
2021-12-07,2236,"HALTON REGION","Adults_18plus",440365,,431679,,475157,.9268,.9085,
2021-12-07,2237,"CITY OF HAMILTON","Adults_18plus",418365,,405609,,471883,.8866,.8596,
2021-12-07,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Adults_18plus",124032,,120125,,142715,.8691,.8417,
2021-12-07,2240,"CHATHAM-KENT","Adults_18plus",75765,,73417,,86438,.8765,.8494,
2021-12-07,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Adults_18plus",160939,,155897,,174388,.9229,.8940,
2021-12-07,2242,"LAMBTON COUNTY","Adults_18plus",92165,,89651,,108590,.8487,.8256,
2021-12-07,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Adults_18plus",143635,,140298,,149339,.9618,.9395,
2021-12-07,2244,"MIDDLESEX-LONDON","Adults_18plus",381704,,370706,,413172,.9238,.8972,
2021-12-07,2246,"NIAGARA REGION","Adults_18plus",354224,,343750,,397802,.8905,.8641,
2021-12-07,2247,"NORTH BAY PARRY SOUND DISTRICT","Adults_18plus",95284,,92232,,107803,.8839,.8556,
2021-12-07,2249,"NORTHWESTERN","Adults_18plus",61511,,58571,,62665,.9816,.9347,
2021-12-07,2251,"CITY OF OTTAWA","Adults_18plus",782650,,760783,,844464,.9268,.9009,
2021-12-07,2253,"PEEL REGION","Adults_18plus",1146480,,1110123,,1247266,.9192,.8900,
2021-12-07,2255,"PETERBOROUGH COUNTY-CITY","Adults_18plus",109655,,106722,,123142,.8905,.8667,
2021-12-07,2256,"PORCUPINE","Adults_18plus",60880,,57977,,67770,.8983,.8555,
2021-12-07,2257,"RENFREW COUNTY AND DISTRICT","Adults_18plus",75601,,73368,,88379,.8554,.8302,
2021-12-07,2258,"EASTERN ONTARIO","Adults_18plus",157516,,152506,,174470,.9028,.8741,
2021-12-07,2260,"SIMCOE MUSKOKA DISTRICT","Adults_18plus",436309,,423590,,492256,.8863,.8605,
2021-12-07,2261,"SUDBURY AND DISTRICT","Adults_18plus",151555,,146430,,169007,.8967,.8664,
2021-12-07,2262,"THUNDER BAY DISTRICT","Adults_18plus",116627,,112832,,128979,.9042,.8748,
2021-12-07,2263,"TIMISKAMING","Adults_18plus",24013,,23224,,27679,.8676,.8390,
2021-12-07,2265,"WATERLOO REGION","Adults_18plus",436236,,424439,,484311,.9007,.8764,
2021-12-07,2266,"WELLINGTON-DUFFERIN-GUELPH","Adults_18plus",225293,,220133,,247965,.9086,.8878,
2021-12-07,2268,"WINDSOR-ESSEX COUNTY","Adults_18plus",308593,,297898,,347957,.8869,.8561,
2021-12-07,2270,"YORK REGION","Adults_18plus",863996,,844685,,960240,.8998,.8797,
2021-12-07,3895,"TORONTO","Adults_18plus",2258062,,2190825,,2506447,.9009,.8741,
2021-12-07,4913,"SOUTHWESTERN","Adults_18plus",148250,,144478,,171905,.8624,.8405,
2021-12-07,5183,"HURON PERTH","Adults_18plus",103010,,100642,,116004,.8880,.8676,
2021-12-07,9999,"UNKNOWN","Adults_18plus",20350,,10512,,0,,,
2021-12-07,2226,"ALGOMA DISTRICT","Ontario_12plus",92682,,89443,,104953,.8831,.8522,
2021-12-07,2227,"BRANT COUNTY","Ontario_12plus",117794,,114063,,132046,.8921,.8638,
2021-12-07,2230,"DURHAM REGION","Ontario_12plus",563895,,549686,,612483,.9207,.8975,
2021-12-07,2233,"GREY BRUCE","Ontario_12plus",129123,,125843,,154073,.8381,.8168,
2021-12-07,2234,"HALDIMAND-NORFOLK","Ontario_12plus",88502,,85948,,105173,.8415,.8172,
2021-12-07,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Ontario_12plus",151221,,146802,,171915,.8796,.8539,
2021-12-07,2236,"HALTON REGION","Ontario_12plus",487075,,477120,,526321,.9254,.9065,
2021-12-07,2237,"CITY OF HAMILTON","Ontario_12plus",449294,,434828,,509366,.8821,.8537,
2021-12-07,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Ontario_12plus",132194,,127829,,153042,.8638,.8353,
2021-12-07,2240,"CHATHAM-KENT","Ontario_12plus",80868,,78208,,93570,.8643,.8358,
2021-12-07,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Ontario_12plus",171887,,166449,,186444,.9219,.8928,
2021-12-07,2242,"LAMBTON COUNTY","Ontario_12plus",98534,,95724,,116969,.8424,.8184,
2021-12-07,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Ontario_12plus",152854,,149162,,160400,.9530,.9299,
2021-12-07,2244,"MIDDLESEX-LONDON","Ontario_12plus",411887,,399815,,446201,.9231,.8960,
2021-12-07,2246,"NIAGARA REGION","Ontario_12plus",377729,,366098,,427568,.8834,.8562,
2021-12-07,2247,"NORTH BAY PARRY SOUND DISTRICT","Ontario_12plus",101137,,97745,,115269,.8774,.8480,
2021-12-07,2249,"NORTHWESTERN","Ontario_12plus",67258,,63720,,68911,.9760,.9247,
2021-12-07,2251,"CITY OF OTTAWA","Ontario_12plus",847030,,822326,,913904,.9268,.8998,
2021-12-07,2253,"PEEL REGION","Ontario_12plus",1241466,,1200228,,1359892,.9129,.8826,
2021-12-07,2255,"PETERBOROUGH COUNTY-CITY","Ontario_12plus",116503,,113235,,131557,.8856,.8607,
2021-12-07,2256,"PORCUPINE","Ontario_12plus",65789,,62502,,73670,.8930,.8484,
2021-12-07,2257,"RENFREW COUNTY AND DISTRICT","Ontario_12plus",80684,,78164,,94858,.8506,.8240,
2021-12-07,2258,"EASTERN ONTARIO","Ontario_12plus",168928,,163407,,188559,.8959,.8666,
2021-12-07,2260,"SIMCOE MUSKOKA DISTRICT","Ontario_12plus",467811,,453547,,531241,.8806,.8537,
2021-12-07,2261,"SUDBURY AND DISTRICT","Ontario_12plus",162076,,156447,,181534,.8928,.8618,
2021-12-07,2262,"THUNDER BAY DISTRICT","Ontario_12plus",124559,,120254,,138605,.8987,.8676,
2021-12-07,2263,"TIMISKAMING","Ontario_12plus",25574,,24716,,29666,.8621,.8331,
2021-12-07,2265,"WATERLOO REGION","Ontario_12plus",471499,,458337,,525621,.8970,.8720,
2021-12-07,2266,"WELLINGTON-DUFFERIN-GUELPH","Ontario_12plus",243550,,237778,,269761,.9028,.8814,
2021-12-07,2268,"WINDSOR-ESSEX COUNTY","Ontario_12plus",332592,,320506,,378110,.8796,.8477,
2021-12-07,2270,"YORK REGION","Ontario_12plus",943461,,921316,,1050337,.8982,.8772,
2021-12-07,3895,"TORONTO","Ontario_12plus",2396976,,2323111,,2666648,.8989,.8712,
2021-12-07,4913,"SOUTHWESTERN","Ontario_12plus",159766,,155561,,187748,.8510,.8286,
2021-12-07,5183,"HURON PERTH","Ontario_12plus",110365,,107741,,126056,.8755,.8547,
2021-12-07,9999,"UNKNOWN","Ontario_12plus",21201,,10878,,0,,,
2021-12-07,2226,"ALGOMA DISTRICT","Ontario_5plus",95101,,89443,,112839,.8428,.7927,
2021-12-07,2227,"BRANT COUNTY","Ontario_5plus",120374,,114063,,144945,.8305,.7869,
2021-12-07,2230,"DURHAM REGION","Ontario_5plus",577027,,549686,,671727,.8590,.8183,
2021-12-07,2233,"GREY BRUCE","Ontario_5plus",131273,,125843,,167078,.7857,.7532,
2021-12-07,2234,"HALDIMAND-NORFOLK","Ontario_5plus",89801,,85948,,114141,.7868,.7530,
2021-12-07,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Ontario_5plus",152936,,146802,,183151,.8350,.8015,
2021-12-07,2236,"HALTON REGION","Ontario_5plus",498295,,477120,,579551,.8598,.8233,
2021-12-07,2237,"CITY OF HAMILTON","Ontario_5plus",457601,,434828,,552042,.8289,.7877,
2021-12-07,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Ontario_5plus",134582,,127829,,164832,.8165,.7755,
2021-12-07,2240,"CHATHAM-KENT","Ontario_5plus",82390,,78208,,101565,.8112,.7700,
2021-12-07,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Ontario_5plus",176707,,166449,,200252,.8824,.8312,
2021-12-07,2242,"LAMBTON COUNTY","Ontario_5plus",99708,,95724,,126574,.7877,.7563,
2021-12-07,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Ontario_5plus",154992,,149162,,172131,.9004,.8666,
2021-12-07,2244,"MIDDLESEX-LONDON","Ontario_5plus",421332,,399815,,485049,.8686,.8243,
2021-12-07,2246,"NIAGARA REGION","Ontario_5plus",383597,,366098,,460171,.8336,.7956,
2021-12-07,2247,"NORTH BAY PARRY SOUND DISTRICT","Ontario_5plus",102578,,97745,,123747,.8289,.7899,
2021-12-07,2249,"NORTHWESTERN","Ontario_5plus",68433,,63720,,76333,.8965,.8348,
2021-12-07,2251,"CITY OF OTTAWA","Ontario_5plus",875319,,822326,,992312,.8821,.8287,
2021-12-07,2253,"PEEL REGION","Ontario_5plus",1255184,,1200228,,1481534,.8472,.8101,
2021-12-07,2255,"PETERBOROUGH COUNTY-CITY","Ontario_5plus",118274,,113235,,141576,.8354,.7998,
2021-12-07,2256,"PORCUPINE","Ontario_5plus",67058,,62502,,80737,.8306,.7741,
2021-12-07,2257,"RENFREW COUNTY AND DISTRICT","Ontario_5plus",81727,,78164,,103045,.7931,.7585,
2021-12-07,2258,"EASTERN ONTARIO","Ontario_5plus",171678,,163407,,205075,.8371,.7968,
2021-12-07,2260,"SIMCOE MUSKOKA DISTRICT","Ontario_5plus",477336,,453547,,575014,.8301,.7888,
2021-12-07,2261,"SUDBURY AND DISTRICT","Ontario_5plus",164831,,156447,,196072,.8407,.7979,
2021-12-07,2262,"THUNDER BAY DISTRICT","Ontario_5plus",127836,,120254,,149989,.8523,.8018,
2021-12-07,2263,"TIMISKAMING","Ontario_5plus",26267,,24716,,32164,.8167,.7684,
2021-12-07,2265,"WATERLOO REGION","Ontario_5plus",484787,,458337,,573162,.8458,.7997,
2021-12-07,2266,"WELLINGTON-DUFFERIN-GUELPH","Ontario_5plus",249305,,237778,,295016,.8451,.8060,
2021-12-07,2268,"WINDSOR-ESSEX COUNTY","Ontario_5plus",339356,,320506,,410271,.8272,.7812,
2021-12-07,2270,"YORK REGION","Ontario_5plus",964559,,921316,,1143703,.8434,.8056,
2021-12-07,3895,"TORONTO","Ontario_5plus",2445201,,2323111,,2851090,.8576,.8148,
2021-12-07,4913,"SOUTHWESTERN","Ontario_5plus",163111,,155561,,206207,.7910,.7544,
2021-12-07,5183,"HURON PERTH","Ontario_5plus",112531,,107741,,137903,.8160,.7813,
2021-12-07,9999,"UNKNOWN","Ontario_5plus",21201,,10878,,0,,,
2021-12-07,2226,"ALGOMA DISTRICT","Undisclosed_or_missing",11,,7,,0,,,
2021-12-07,2227,"BRANT COUNTY","Undisclosed_or_missing",6,,3,,0,,,
2021-12-07,2230,"DURHAM REGION","Undisclosed_or_missing",16,,3,,0,,,
2021-12-07,2233,"GREY BRUCE","Undisclosed_or_missing",5,,3,,0,,,
2021-12-07,2234,"HALDIMAND-NORFOLK","Undisclosed_or_missing",5,,4,,0,,,
2021-12-07,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Undisclosed_or_missing",9,,4,,0,,,
2021-12-07,2236,"HALTON REGION","Undisclosed_or_missing",25,,8,,0,,,
2021-12-07,2237,"CITY OF HAMILTON","Undisclosed_or_missing",45,,19,,0,,,
2021-12-07,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Undisclosed_or_missing",10,,5,,0,,,
2021-12-07,2240,"CHATHAM-KENT","Undisclosed_or_missing",8,,2,,0,,,
2021-12-07,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Undisclosed_or_missing",29,,11,,0,,,
2021-12-07,2242,"LAMBTON COUNTY","Undisclosed_or_missing",50,,16,,0,,,
2021-12-07,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Undisclosed_or_missing",15,,5,,0,,,
2021-12-07,2244,"MIDDLESEX-LONDON","Undisclosed_or_missing",45,,21,,0,,,
2021-12-07,2246,"NIAGARA REGION","Undisclosed_or_missing",15,,6,,0,,,
2021-12-07,2247,"NORTH BAY PARRY SOUND DISTRICT","Undisclosed_or_missing",11,,3,,0,,,
2021-12-07,2249,"NORTHWESTERN","Undisclosed_or_missing",17,,6,,0,,,
2021-12-07,2251,"CITY OF OTTAWA","Undisclosed_or_missing",1899,,1753,,0,,,
2021-12-07,2253,"PEEL REGION","Undisclosed_or_missing",110,,54,,0,,,
2021-12-07,2255,"PETERBOROUGH COUNTY-CITY","Undisclosed_or_missing",15,,8,,0,,,
2021-12-07,2256,"PORCUPINE","Undisclosed_or_missing",4,,2,,0,,,
2021-12-07,2257,"RENFREW COUNTY AND DISTRICT","Undisclosed_or_missing",13,,3,,0,,,
2021-12-07,2258,"EASTERN ONTARIO","Undisclosed_or_missing",12,,3,,0,,,
2021-12-07,2260,"SIMCOE MUSKOKA DISTRICT","Undisclosed_or_missing",12,,3,,0,,,
2021-12-07,2261,"SUDBURY AND DISTRICT","Undisclosed_or_missing",8,,3,,0,,,
2021-12-07,2262,"THUNDER BAY DISTRICT","Undisclosed_or_missing",20,,5,,0,,,
2021-12-07,2263,"TIMISKAMING","Undisclosed_or_missing",1,,1,,0,,,
2021-12-07,2265,"WATERLOO REGION","Undisclosed_or_missing",43,,9,,0,,,
2021-12-07,2266,"WELLINGTON-DUFFERIN-GUELPH","Undisclosed_or_missing",18,,7,,0,,,
2021-12-07,2268,"WINDSOR-ESSEX COUNTY","Undisclosed_or_missing",24,,9,,0,,,
2021-12-07,2270,"YORK REGION","Undisclosed_or_missing",42,,16,,0,,,
2021-12-07,3895,"TORONTO","Undisclosed_or_missing",284,,126,,0,,,
2021-12-07,4913,"SOUTHWESTERN","Undisclosed_or_missing",14,,1,,0,,,
2021-12-07,5183,"HURON PERTH","Undisclosed_or_missing",10,,4,,0,,,
2021-12-07,9999,"UNKNOWN","Undisclosed_or_missing",64,,38,,0,,,
2021-12-08,2226,"ALGOMA DISTRICT","05-11yrs",2575,,0,,7886,.3265,.0000,
2021-12-08,2227,"BRANT COUNTY","05-11yrs",2717,,0,,12899,.2106,.0000,
2021-12-08,2230,"DURHAM REGION","05-11yrs",13922,,0,,59244,.2350,.0000,
2021-12-08,2233,"GREY BRUCE","05-11yrs",2239,,0,,13005,.1722,.0000,
2021-12-08,2234,"HALDIMAND-NORFOLK","05-11yrs",1529,,0,,8968,.1705,.0000,
2021-12-08,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","05-11yrs",1848,,0,,11236,.1645,.0000,
2021-12-08,2236,"HALTON REGION","05-11yrs",12111,,0,,53230,.2275,.0000,
2021-12-08,2237,"CITY OF HAMILTON","05-11yrs",8792,,0,,42676,.2060,.0000,
2021-12-08,2238,"HASTINGS & PRINCE EDWARD COUNTIES","05-11yrs",2646,,0,,11790,.2244,.0000,
2021-12-08,2240,"CHATHAM-KENT","05-11yrs",1574,,0,,7995,.1969,.0000,
2021-12-08,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","05-11yrs",5146,,0,,13808,.3727,.0000,
2021-12-08,2242,"LAMBTON COUNTY","05-11yrs",1394,,0,,9605,.1451,.0000,
2021-12-08,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","05-11yrs",2262,,0,,11731,.1928,.0000,
2021-12-08,2244,"MIDDLESEX-LONDON","05-11yrs",10029,,0,,38848,.2582,.0000,
2021-12-08,2246,"NIAGARA REGION","05-11yrs",6320,,0,,32603,.1938,.0000,
2021-12-08,2247,"NORTH BAY PARRY SOUND DISTRICT","05-11yrs",1591,,0,,8478,.1877,.0000,
2021-12-08,2249,"NORTHWESTERN","05-11yrs",1274,,0,,7422,.1717,.0000,
2021-12-08,2251,"CITY OF OTTAWA","05-11yrs",29920,,0,,78408,.3816,.0000,
2021-12-08,2253,"PEEL REGION","05-11yrs",15027,,0,,121642,.1235,.0000,
2021-12-08,2255,"PETERBOROUGH COUNTY-CITY","05-11yrs",1956,,0,,10019,.1952,.0000,
2021-12-08,2256,"PORCUPINE","05-11yrs",1339,,0,,7067,.1895,.0000,
2021-12-08,2257,"RENFREW COUNTY AND DISTRICT","05-11yrs",1082,,0,,8187,.1322,.0000,
2021-12-08,2258,"EASTERN ONTARIO","05-11yrs",3217,,0,,16516,.1948,.0000,
2021-12-08,2260,"SIMCOE MUSKOKA DISTRICT","05-11yrs",10375,,0,,43773,.2370,.0000,
2021-12-08,2261,"SUDBURY AND DISTRICT","05-11yrs",3200,,0,,14538,.2201,.0000,
2021-12-08,2262,"THUNDER BAY DISTRICT","05-11yrs",3513,,0,,11384,.3086,.0000,
2021-12-08,2263,"TIMISKAMING","05-11yrs",733,,0,,2498,.2934,.0000,
2021-12-08,2265,"WATERLOO REGION","05-11yrs",13690,,0,,47541,.2880,.0000,
2021-12-08,2266,"WELLINGTON-DUFFERIN-GUELPH","05-11yrs",6201,,0,,25255,.2455,.0000,
2021-12-08,2268,"WINDSOR-ESSEX COUNTY","05-11yrs",7083,,0,,32161,.2202,.0000,
2021-12-08,2270,"YORK REGION","05-11yrs",22282,,0,,93366,.2387,.0000,
2021-12-08,3895,"TORONTO","05-11yrs",51143,,0,,184442,.2773,.0000,
2021-12-08,4913,"SOUTHWESTERN","05-11yrs",3690,,0,,18459,.1999,.0000,
2021-12-08,5183,"HURON PERTH","05-11yrs",2340,,0,,11847,.1975,.0000,
2021-12-08,2226,"ALGOMA DISTRICT","12-17yrs",5401,,5099,,6619,.8160,.7704,
2021-12-08,2227,"BRANT COUNTY","12-17yrs",8454,,8036,,10951,.7720,.7338,
2021-12-08,2230,"DURHAM REGION","12-17yrs",45009,,43459,,51680,.8709,.8409,
2021-12-08,2233,"GREY BRUCE","12-17yrs",7498,,7187,,10433,.7187,.6889,
2021-12-08,2234,"HALDIMAND-NORFOLK","12-17yrs",4975,,4735,,7609,.6538,.6223,
2021-12-08,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","12-17yrs",7991,,7580,,10415,.7673,.7278,
2021-12-08,2236,"HALTON REGION","12-17yrs",46734,,45477,,51164,.9134,.8888,
2021-12-08,2237,"CITY OF HAMILTON","12-17yrs",30941,,29242,,37483,.8255,.7801,
2021-12-08,2238,"HASTINGS & PRINCE EDWARD COUNTIES","12-17yrs",8166,,7713,,10327,.7907,.7469,
2021-12-08,2240,"CHATHAM-KENT","12-17yrs",5105,,4803,,7132,.7158,.6734,
2021-12-08,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","12-17yrs",10952,,10557,,12056,.9084,.8757,
2021-12-08,2242,"LAMBTON COUNTY","12-17yrs",6375,,6080,,8379,.7608,.7256,
2021-12-08,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","12-17yrs",9222,,8865,,11061,.8337,.8015,
2021-12-08,2244,"MIDDLESEX-LONDON","12-17yrs",30196,,29130,,33029,.9142,.8820,
2021-12-08,2246,"NIAGARA REGION","12-17yrs",23507,,22354,,29766,.7897,.7510,
2021-12-08,2247,"NORTH BAY PARRY SOUND DISTRICT","12-17yrs",5857,,5516,,7466,.7845,.7388,
2021-12-08,2249,"NORTHWESTERN","12-17yrs",5747,,5153,,6246,.9201,.8250,
2021-12-08,2251,"CITY OF OTTAWA","12-17yrs",64397,,61570,,69440,.9274,.8867,
2021-12-08,2253,"PEEL REGION","12-17yrs",95055,,90196,,112626,.8440,.8008,
2021-12-08,2255,"PETERBOROUGH COUNTY-CITY","12-17yrs",6849,,6518,,8415,.8139,.7746,
2021-12-08,2256,"PORCUPINE","12-17yrs",4909,,4529,,5900,.8320,.7676,
2021-12-08,2257,"RENFREW COUNTY AND DISTRICT","12-17yrs",5086,,4801,,6479,.7850,.7410,
2021-12-08,2258,"EASTERN ONTARIO","12-17yrs",11416,,10906,,14089,.8103,.7741,
2021-12-08,2260,"SIMCOE MUSKOKA DISTRICT","12-17yrs",31529,,29989,,38985,.8087,.7692,
2021-12-08,2261,"SUDBURY AND DISTRICT","12-17yrs",10534,,10025,,12527,.8409,.8003,
2021-12-08,2262,"THUNDER BAY DISTRICT","12-17yrs",7944,,7428,,9626,.8253,.7717,
2021-12-08,2263,"TIMISKAMING","12-17yrs",1565,,1495,,1987,.7876,.7524,
2021-12-08,2265,"WATERLOO REGION","12-17yrs",35273,,33919,,41310,.8539,.8211,
2021-12-08,2266,"WELLINGTON-DUFFERIN-GUELPH","12-17yrs",18264,,17658,,21796,.8380,.8101,
2021-12-08,2268,"WINDSOR-ESSEX COUNTY","12-17yrs",24016,,22635,,30153,.7965,.7507,
2021-12-08,2270,"YORK REGION","12-17yrs",79510,,76683,,90097,.8825,.8511,
2021-12-08,3895,"TORONTO","12-17yrs",138972,,132368,,160201,.8675,.8263,
2021-12-08,4913,"SOUTHWESTERN","12-17yrs",11523,,11092,,15843,.7273,.7001,
2021-12-08,5183,"HURON PERTH","12-17yrs",7360,,7105,,10052,.7322,.7068,
2021-12-08,9999,"UNKNOWN","12-17yrs",856,,370,,0,,,
2021-12-08,2226,"ALGOMA DISTRICT","18-29yrs",12657,,11790,,16387,.7724,.7195,
2021-12-08,2227,"BRANT COUNTY","18-29yrs",19085,,17969,,23280,.8198,.7719,
2021-12-08,2230,"DURHAM REGION","18-29yrs",95842,,92167,,113741,.8426,.8103,
2021-12-08,2233,"GREY BRUCE","18-29yrs",15729,,14963,,22041,.7136,.6789,
2021-12-08,2234,"HALDIMAND-NORFOLK","18-29yrs",11414,,10756,,16637,.6861,.6465,
2021-12-08,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","18-29yrs",17795,,16738,,22497,.7910,.7440,
2021-12-08,2236,"HALTON REGION","18-29yrs",76446,,74203,,91339,.8369,.8124,
2021-12-08,2237,"CITY OF HAMILTON","18-29yrs",79788,,75757,,96600,.8260,.7842,
2021-12-08,2238,"HASTINGS & PRINCE EDWARD COUNTIES","18-29yrs",17208,,16078,,23117,.7444,.6955,
2021-12-08,2240,"CHATHAM-KENT","18-29yrs",10941,,10293,,14531,.7529,.7083,
2021-12-08,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","18-29yrs",29892,,28188,,34978,.8546,.8059,
2021-12-08,2242,"LAMBTON COUNTY","18-29yrs",14175,,13416,,19204,.7381,.6986,
2021-12-08,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","18-29yrs",18453,,17516,,21872,.8437,.8008,
2021-12-08,2244,"MIDDLESEX-LONDON","18-29yrs",82652,,78490,,93789,.8813,.8369,
2021-12-08,2246,"NIAGARA REGION","18-29yrs",58727,,55664,,74416,.7892,.7480,
2021-12-08,2247,"NORTH BAY PARRY SOUND DISTRICT","18-29yrs",13176,,12301,,17393,.7575,.7072,
2021-12-08,2249,"NORTHWESTERN","18-29yrs",12131,,11046,,12382,.9797,.8921,
2021-12-08,2251,"CITY OF OTTAWA","18-29yrs",157115,,149873,,186731,.8414,.8026,
2021-12-08,2253,"PEEL REGION","18-29yrs",282984,,269190,,302238,.9363,.8907,
2021-12-08,2255,"PETERBOROUGH COUNTY-CITY","18-29yrs",17744,,16883,,23479,.7557,.7191,
2021-12-08,2256,"PORCUPINE","18-29yrs",10682,,9746,,13174,.8108,.7398,
2021-12-08,2257,"RENFREW COUNTY AND DISTRICT","18-29yrs",10705,,10080,,14277,.7498,.7060,
2021-12-08,2258,"EASTERN ONTARIO","18-29yrs",22314,,20988,,27995,.7971,.7497,
2021-12-08,2260,"SIMCOE MUSKOKA DISTRICT","18-29yrs",71070,,67264,,89674,.7925,.7501,
2021-12-08,2261,"SUDBURY AND DISTRICT","18-29yrs",25713,,24159,,32048,.8023,.7538,
2021-12-08,2262,"THUNDER BAY DISTRICT","18-29yrs",21345,,20072,,26214,.8143,.7657,
2021-12-08,2263,"TIMISKAMING","18-29yrs",3435,,3184,,4451,.7717,.7153,
2021-12-08,2265,"WATERLOO REGION","18-29yrs",99869,,95748,,118076,.8458,.8109,
2021-12-08,2266,"WELLINGTON-DUFFERIN-GUELPH","18-29yrs",41592,,40087,,51071,.8144,.7849,
2021-12-08,2268,"WINDSOR-ESSEX COUNTY","18-29yrs",59780,,56500,,77921,.7672,.7251,
2021-12-08,2270,"YORK REGION","18-29yrs",157727,,152725,,189352,.8330,.8066,
2021-12-08,3895,"TORONTO","18-29yrs",477391,,456264,,562899,.8481,.8106,
2021-12-08,4913,"SOUTHWESTERN","18-29yrs",22733,,21639,,30759,.7391,.7035,
2021-12-08,5183,"HURON PERTH","18-29yrs",15501,,14780,,20668,.7500,.7151,
2021-12-08,9999,"UNKNOWN","18-29yrs",10834,,5021,,0,,,
2021-12-08,2226,"ALGOMA DISTRICT","30-39yrs",11084,,10415,,12682,.8740,.8212,
2021-12-08,2227,"BRANT COUNTY","30-39yrs",16948,,16251,,19983,.8481,.8132,
2021-12-08,2230,"DURHAM REGION","30-39yrs",88907,,85853,,95552,.9305,.8985,
2021-12-08,2233,"GREY BRUCE","30-39yrs",15633,,14962,,19325,.8090,.7742,
2021-12-08,2234,"HALDIMAND-NORFOLK","30-39yrs",11130,,10659,,13512,.8237,.7889,
2021-12-08,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","30-39yrs",16388,,15539,,18495,.8861,.8402,
2021-12-08,2236,"HALTON REGION","30-39yrs",68720,,66932,,74630,.9208,.8969,
2021-12-08,2237,"CITY OF HAMILTON","30-39yrs",69906,,67204,,81670,.8560,.8229,
2021-12-08,2238,"HASTINGS & PRINCE EDWARD COUNTIES","30-39yrs",14976,,14170,,19262,.7775,.7356,
2021-12-08,2240,"CHATHAM-KENT","30-39yrs",9696,,9194,,12038,.8054,.7637,
2021-12-08,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","30-39yrs",23567,,22504,,26646,.8844,.8446,
2021-12-08,2242,"LAMBTON COUNTY","30-39yrs",12590,,12036,,15081,.8348,.7981,
2021-12-08,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","30-39yrs",18006,,17243,,18300,.9839,.9422,
2021-12-08,2244,"MIDDLESEX-LONDON","30-39yrs",63490,,61213,,71030,.8938,.8618,
2021-12-08,2246,"NIAGARA REGION","30-39yrs",48342,,46169,,54622,.8850,.8452,
2021-12-08,2247,"NORTH BAY PARRY SOUND DISTRICT","30-39yrs",12027,,11340,,14183,.8480,.7995,
2021-12-08,2249,"NORTHWESTERN","30-39yrs",9872,,9182,,9694,.9999,.9472,
2021-12-08,2251,"CITY OF OTTAWA","30-39yrs",132931,,128237,,148571,.8947,.8631,
2021-12-08,2253,"PEEL REGION","30-39yrs",197848,,190115,,230414,.8587,.8251,
2021-12-08,2255,"PETERBOROUGH COUNTY-CITY","30-39yrs",15144,,14469,,16991,.8913,.8516,
2021-12-08,2256,"PORCUPINE","30-39yrs",8831,,8135,,10325,.8553,.7879,
2021-12-08,2257,"RENFREW COUNTY AND DISTRICT","30-39yrs",9792,,9308,,13788,.7102,.6751,
2021-12-08,2258,"EASTERN ONTARIO","30-39yrs",21880,,20696,,24648,.8877,.8397,
2021-12-08,2260,"SIMCOE MUSKOKA DISTRICT","30-39yrs",65089,,62222,,75657,.8603,.8224,
2021-12-08,2261,"SUDBURY AND DISTRICT","30-39yrs",20942,,19708,,24636,.8501,.8000,
2021-12-08,2262,"THUNDER BAY DISTRICT","30-39yrs",17213,,16402,,19031,.9045,.8619,
