DATE,age_category,percent_positive_7d_avg
01May2020,0to13,0.0346
02May2020,0to13,0.0356
03May2020,0to13,0.0365
04May2020,0to13,0.0365
05May2020,0to13,0.0354
06May2020,0to13,0.0326
07May2020,0to13,0.0345
08May2020,0to13,0.0292
09May2020,0to13,0.0264
10May2020,0to13,0.0300
11May2020,0to13,0.0332
12May2020,0to13,0.0340
13May2020,0to13,0.0333
14May2020,0to13,0.0328
15May2020,0to13,0.0318
16May2020,0to13,0.0334
17May2020,0to13,0.0339
18May2020,0to13,0.0329
19May2020,0to13,0.0316
20May2020,0to13,0.0329
21May2020,0to13,0.0340
22May2020,0to13,0.0366
23May2020,0to13,0.0373
24May2020,0to13,0.0366
25May2020,0to13,0.0380
26May2020,0to13,0.0410
27May2020,0to13,0.0369
28May2020,0to13,0.0346
29May2020,0to13,0.0309
30May2020,0to13,0.0301
31May2020,0to13,0.0282
01Jun2020,0to13,0.0249
02Jun2020,0to13,0.0254
03Jun2020,0to13,0.0282
04Jun2020,0to13,0.0287
05Jun2020,0to13,0.0292
06Jun2020,0to13,0.0270
07Jun2020,0to13,0.0277
08Jun2020,0to13,0.0260
09Jun2020,0to13,0.0248
10Jun2020,0to13,0.0240
11Jun2020,0to13,0.0253
12Jun2020,0to13,0.0248
13Jun2020,0to13,0.0248
14Jun2020,0to13,0.0247
15Jun2020,0to13,0.0277
16Jun2020,0to13,0.0251
17Jun2020,0to13,0.0230
18Jun2020,0to13,0.0208
19Jun2020,0to13,0.0214
20Jun2020,0to13,0.0216
21Jun2020,0to13,0.0206
22Jun2020,0to13,0.0183
23Jun2020,0to13,0.0162
24Jun2020,0to13,0.0175
25Jun2020,0to13,0.0178
26Jun2020,0to13,0.0166
27Jun2020,0to13,0.0165
28Jun2020,0to13,0.0146
29Jun2020,0to13,0.0132
30Jun2020,0to13,0.0140
01Jul2020,0to13,0.0123
02Jul2020,0to13,0.0102
03Jul2020,0to13,0.0090
04Jul2020,0to13,0.0097
05Jul2020,0to13,0.0099
06Jul2020,0to13,0.0109
07Jul2020,0to13,0.0103
08Jul2020,0to13,0.0108
09Jul2020,0to13,0.0111
10Jul2020,0to13,0.0125
11Jul2020,0to13,0.0115
12Jul2020,0to13,0.0112
13Jul2020,0to13,0.0103
14Jul2020,0to13,0.0102
15Jul2020,0to13,0.0108
16Jul2020,0to13,0.0106
17Jul2020,0to13,0.0110
18Jul2020,0to13,0.0106
19Jul2020,0to13,0.0109
20Jul2020,0to13,0.0114
21Jul2020,0to13,0.0133
22Jul2020,0to13,0.0136
23Jul2020,0to13,0.0140
24Jul2020,0to13,0.0137
25Jul2020,0to13,0.0141
26Jul2020,0to13,0.0141
27Jul2020,0to13,0.0137
28Jul2020,0to13,0.0121
29Jul2020,0to13,0.0104
30Jul2020,0to13,0.0095
31Jul2020,0to13,0.0093
01Aug2020,0to13,0.0094
02Aug2020,0to13,0.0102
03Aug2020,0to13,0.0104
04Aug2020,0to13,0.0086
05Aug2020,0to13,0.0087
06Aug2020,0to13,0.0090
07Aug2020,0to13,0.0081
08Aug2020,0to13,0.0075
09Aug2020,0to13,0.0067
10Aug2020,0to13,0.0062
11Aug2020,0to13,0.0075
12Aug2020,0to13,0.0068
13Aug2020,0to13,0.0096
14Aug2020,0to13,0.0092
15Aug2020,0to13,0.0087
16Aug2020,0to13,0.0088
17Aug2020,0to13,0.0088
18Aug2020,0to13,0.0084
19Aug2020,0to13,0.0095
20Aug2020,0to13,0.0067
21Aug2020,0to13,0.0067
22Aug2020,0to13,0.0069
23Aug2020,0to13,0.0070
24Aug2020,0to13,0.0082
25Aug2020,0to13,0.0086
26Aug2020,0to13,0.0080
27Aug2020,0to13,0.0077
28Aug2020,0to13,0.0085
29Aug2020,0to13,0.0083
30Aug2020,0to13,0.0082
31Aug2020,0to13,0.0068
01Sep2020,0to13,0.0076
02Sep2020,0to13,0.0071
03Sep2020,0to13,0.0083
04Sep2020,0to13,0.0088
05Sep2020,0to13,0.0090
06Sep2020,0to13,0.0093
07Sep2020,0to13,0.0105
08Sep2020,0to13,0.0095
09Sep2020,0to13,0.0093
10Sep2020,0to13,0.0087
11Sep2020,0to13,0.0074
12Sep2020,0to13,0.0071
13Sep2020,0to13,0.0070
14Sep2020,0to13,0.0060
15Sep2020,0to13,0.0056
16Sep2020,0to13,0.0056
17Sep2020,0to13,0.0053
18Sep2020,0to13,0.0058
19Sep2020,0to13,0.0059
20Sep2020,0to13,0.0058
21Sep2020,0to13,0.0055
22Sep2020,0to13,0.0051
23Sep2020,0to13,0.0053
24Sep2020,0to13,0.0051
25Sep2020,0to13,0.0051
26Sep2020,0to13,0.0052
27Sep2020,0to13,0.0055
28Sep2020,0to13,0.0055
29Sep2020,0to13,0.0057
30Sep2020,0to13,0.0055
01Oct2020,0to13,0.0057
02Oct2020,0to13,0.0058
03Oct2020,0to13,0.0059
04Oct2020,0to13,0.0056
05Oct2020,0to13,0.0061
06Oct2020,0to13,0.0068
07Oct2020,0to13,0.0076
08Oct2020,0to13,0.0089
09Oct2020,0to13,0.0101
10Oct2020,0to13,0.0111
11Oct2020,0to13,0.0124
12Oct2020,0to13,0.0138
13Oct2020,0to13,0.0143
14Oct2020,0to13,0.0147
15Oct2020,0to13,0.0164
16Oct2020,0to13,0.0170
17Oct2020,0to13,0.0173
18Oct2020,0to13,0.0168
19Oct2020,0to13,0.0180
20Oct2020,0to13,0.0197
21Oct2020,0to13,0.0231
22Oct2020,0to13,0.0243
23Oct2020,0to13,0.0257
24Oct2020,0to13,0.0273
25Oct2020,0to13,0.0297
26Oct2020,0to13,0.0301
27Oct2020,0to13,0.0296
28Oct2020,0to13,0.0296
29Oct2020,0to13,0.0294
30Oct2020,0to13,0.0292
31Oct2020,0to13,0.0302
01Nov2020,0to13,0.0300
02Nov2020,0to13,0.0315
03Nov2020,0to13,0.0343
04Nov2020,0to13,0.0349
05Nov2020,0to13,0.0349
06Nov2020,0to13,0.0387
07Nov2020,0to13,0.0401
08Nov2020,0to13,0.0419
09Nov2020,0to13,0.0420
10Nov2020,0to13,0.0431
11Nov2020,0to13,0.0447
12Nov2020,0to13,0.0462
13Nov2020,0to13,0.0440
14Nov2020,0to13,0.0428
15Nov2020,0to13,0.0419
16Nov2020,0to13,0.0418
17Nov2020,0to13,0.0423
18Nov2020,0to13,0.0427
19Nov2020,0to13,0.0447
20Nov2020,0to13,0.0465
21Nov2020,0to13,0.0466
22Nov2020,0to13,0.0466
23Nov2020,0to13,0.0471
24Nov2020,0to13,0.0478
25Nov2020,0to13,0.0476
26Nov2020,0to13,0.0480
27Nov2020,0to13,0.0478
28Nov2020,0to13,0.0492
29Nov2020,0to13,0.0500
30Nov2020,0to13,0.0512
01Dec2020,0to13,0.0516
02Dec2020,0to13,0.0523
03Dec2020,0to13,0.0524
04Dec2020,0to13,0.0528
05Dec2020,0to13,0.0521
06Dec2020,0to13,0.0519
07Dec2020,0to13,0.0499
08Dec2020,0to13,0.0467
09Dec2020,0to13,0.0456
10Dec2020,0to13,0.0444
11Dec2020,0to13,0.0435
12Dec2020,0to13,0.0430
13Dec2020,0to13,0.0439
14Dec2020,0to13,0.0458
15Dec2020,0to13,0.0485
16Dec2020,0to13,0.0502
17Dec2020,0to13,0.0520
18Dec2020,0to13,0.0527
19Dec2020,0to13,0.0543
20Dec2020,0to13,0.0541
21Dec2020,0to13,0.0556
22Dec2020,0to13,0.0581
23Dec2020,0to13,0.0622
24Dec2020,0to13,0.0656
25Dec2020,0to13,0.0711
26Dec2020,0to13,0.0769
27Dec2020,0to13,0.0821
28Dec2020,0to13,0.0955
29Dec2020,0to13,0.1085
30Dec2020,0to13,0.1224
31Dec2020,0to13,0.1326
01Jan2021,0to13,0.1368
02Jan2021,0to13,0.1427
03Jan2021,0to13,0.1541
04Jan2021,0to13,0.1597
05Jan2021,0to13,0.1703
06Jan2021,0to13,0.1755
07Jan2021,0to13,0.1757
08Jan2021,0to13,0.1715
09Jan2021,0to13,0.1704
10Jan2021,0to13,0.1625
11Jan2021,0to13,0.1540
12Jan2021,0to13,0.1455
13Jan2021,0to13,0.1386
14Jan2021,0to13,0.1368
15Jan2021,0to13,0.1288
16Jan2021,0to13,0.1250
17Jan2021,0to13,0.1261
18Jan2021,0to13,0.1227
19Jan2021,0to13,0.1186
20Jan2021,0to13,0.1143
21Jan2021,0to13,0.1086
22Jan2021,0to13,0.1111
23Jan2021,0to13,0.1090
24Jan2021,0to13,0.1067
25Jan2021,0to13,0.1059
26Jan2021,0to13,0.1034
27Jan2021,0to13,0.1025
28Jan2021,0to13,0.1006
29Jan2021,0to13,0.0987
30Jan2021,0to13,0.0995
31Jan2021,0to13,0.0987
01Feb2021,0to13,0.0966
02Feb2021,0to13,0.0913
03Feb2021,0to13,0.0870
04Feb2021,0to13,0.0857
05Feb2021,0to13,0.0817
06Feb2021,0to13,0.0780
07Feb2021,0to13,0.0758
08Feb2021,0to13,0.0720
09Feb2021,0to13,0.0719
10Feb2021,0to13,0.0685
11Feb2021,0to13,0.0621
12Feb2021,0to13,0.0619
13Feb2021,0to13,0.0622
14Feb2021,0to13,0.0614
15Feb2021,0to13,0.0627
16Feb2021,0to13,0.0630
17Feb2021,0to13,0.0607
18Feb2021,0to13,0.0586
19Feb2021,0to13,0.0548
20Feb2021,0to13,0.0505
21Feb2021,0to13,0.0506
22Feb2021,0to13,0.0419
23Feb2021,0to13,0.0337
24Feb2021,0to13,0.0310
25Feb2021,0to13,0.0292
26Feb2021,0to13,0.0274
27Feb2021,0to13,0.0276
28Feb2021,0to13,0.0265
01Mar2021,0to13,0.0253
02Mar2021,0to13,0.0252
03Mar2021,0to13,0.0243
04Mar2021,0to13,0.0238
05Mar2021,0to13,0.0237
06Mar2021,0to13,0.0240
07Mar2021,0to13,0.0248
08Mar2021,0to13,0.0258
09Mar2021,0to13,0.0258
10Mar2021,0to13,0.0265
11Mar2021,0to13,0.0266
12Mar2021,0to13,0.0280
13Mar2021,0to13,0.0269
14Mar2021,0to13,0.0264
15Mar2021,0to13,0.0270
16Mar2021,0to13,0.0279
17Mar2021,0to13,0.0280
18Mar2021,0to13,0.0301
19Mar2021,0to13,0.0298
20Mar2021,0to13,0.0317
21Mar2021,0to13,0.0331
22Mar2021,0to13,0.0342
23Mar2021,0to13,0.0351
24Mar2021,0to13,0.0359
25Mar2021,0to13,0.0359
26Mar2021,0to13,0.0360
27Mar2021,0to13,0.0358
28Mar2021,0to13,0.0355
29Mar2021,0to13,0.0366
30Mar2021,0to13,0.0370
31Mar2021,0to13,0.0378
01Apr2021,0to13,0.0394
02Apr2021,0to13,0.0416
03Apr2021,0to13,0.0437
04Apr2021,0to13,0.0459
05Apr2021,0to13,0.0494
06Apr2021,0to13,0.0546
07Apr2021,0to13,0.0592
08Apr2021,0to13,0.0620
09Apr2021,0to13,0.0645
10Apr2021,0to13,0.0679
11Apr2021,0to13,0.0695
12Apr2021,0to13,0.0729
13Apr2021,0to13,0.0769
14Apr2021,0to13,0.0804
15Apr2021,0to13,0.0851
16Apr2021,0to13,0.0891
17Apr2021,0to13,0.0903
18Apr2021,0to13,0.0919
19Apr2021,0to13,0.0934
20Apr2021,0to13,0.0966
21Apr2021,0to13,0.1016
22Apr2021,0to13,0.1072
23Apr2021,0to13,0.1140
24Apr2021,0to13,0.1200
25Apr2021,0to13,0.1231
26Apr2021,0to13,0.1282
27Apr2021,0to13,0.1311
28Apr2021,0to13,0.1326
29Apr2021,0to13,0.1341
30Apr2021,0to13,0.1336
01May2021,0to13,0.1325
02May2021,0to13,0.1317
03May2021,0to13,0.1283
04May2021,0to13,0.1278
05May2021,0to13,0.1273
06May2021,0to13,0.1232
07May2021,0to13,0.1226
08May2021,0to13,0.1215
09May2021,0to13,0.1193
10May2021,0to13,0.1197
11May2021,0to13,0.1178
12May2021,0to13,0.1198
13May2021,0to13,0.1199
14May2021,0to13,0.1178
15May2021,0to13,0.1166
16May2021,0to13,0.1194
17May2021,0to13,0.1195
18May2021,0to13,0.1191
19May2021,0to13,0.1161
20May2021,0to13,0.1160
21May2021,0to13,0.1131
22May2021,0to13,0.1131
23May2021,0to13,0.1085
24May2021,0to13,0.1069
25May2021,0to13,0.1028
26May2021,0to13,0.0955
27May2021,0to13,0.0892
28May2021,0to13,0.0886
29May2021,0to13,0.0846
30May2021,0to13,0.0821
31May2021,0to13,0.0745
01Jun2021,0to13,0.0698
02Jun2021,0to13,0.0706
03Jun2021,0to13,0.0688
04Jun2021,0to13,0.0649
05Jun2021,0to13,0.0618
06Jun2021,0to13,0.0586
07Jun2021,0to13,0.0579
08Jun2021,0to13,0.0574
09Jun2021,0to13,0.0529
10Jun2021,0to13,0.0501
11Jun2021,0to13,0.0470
12Jun2021,0to13,0.0469
13Jun2021,0to13,0.0464
14Jun2021,0to13,0.0426
15Jun2021,0to13,0.0399
16Jun2021,0to13,0.0355
17Jun2021,0to13,0.0324
18Jun2021,0to13,0.0316
19Jun2021,0to13,0.0285
20Jun2021,0to13,0.0274
21Jun2021,0to13,0.0260
22Jun2021,0to13,0.0242
23Jun2021,0to13,0.0264
24Jun2021,0to13,0.0274
25Jun2021,0to13,0.0246
26Jun2021,0to13,0.0242
27Jun2021,0to13,0.0231
28Jun2021,0to13,0.0220
29Jun2021,0to13,0.0206
30Jun2021,0to13,0.0180
01Jul2021,0to13,0.0152
02Jul2021,0to13,0.0152
03Jul2021,0to13,0.0143
04Jul2021,0to13,0.0140
05Jul2021,0to13,0.0142
06Jul2021,0to13,0.0137
07Jul2021,0to13,0.0130
08Jul2021,0to13,0.0122
09Jul2021,0to13,0.0115
10Jul2021,0to13,0.0113
11Jul2021,0to13,0.0114
12Jul2021,0to13,0.0098
13Jul2021,0to13,0.0085
14Jul2021,0to13,0.0081
15Jul2021,0to13,0.0083
16Jul2021,0to13,0.0085
17Jul2021,0to13,0.0080
18Jul2021,0to13,0.0070
19Jul2021,0to13,0.0074
20Jul2021,0to13,0.0083
21Jul2021,0to13,0.0086
22Jul2021,0to13,0.0086
23Jul2021,0to13,0.0083
24Jul2021,0to13,0.0085
25Jul2021,0to13,0.0087
26Jul2021,0to13,0.0082
27Jul2021,0to13,0.0078
28Jul2021,0to13,0.0080
29Jul2021,0to13,0.0082
30Jul2021,0to13,0.0086
31Jul2021,0to13,0.0092
01Aug2021,0to13,0.0099
02Aug2021,0to13,0.0113
03Aug2021,0to13,0.0109
04Aug2021,0to13,0.0109
05Aug2021,0to13,0.0116
06Aug2021,0to13,0.0116
07Aug2021,0to13,0.0121
08Aug2021,0to13,0.0127
09Aug2021,0to13,0.0121
10Aug2021,0to13,0.0130
11Aug2021,0to13,0.0131
12Aug2021,0to13,0.0135
13Aug2021,0to13,0.0137
14Aug2021,0to13,0.0135
15Aug2021,0to13,0.0131
16Aug2021,0to13,0.0141
17Aug2021,0to13,0.0150
18Aug2021,0to13,0.0164
19Aug2021,0to13,0.0168
20Aug2021,0to13,0.0173
21Aug2021,0to13,0.0177
22Aug2021,0to13,0.0189
23Aug2021,0to13,0.0192
24Aug2021,0to13,0.0198
25Aug2021,0to13,0.0204
26Aug2021,0to13,0.0213
27Aug2021,0to13,0.0228
28Aug2021,0to13,0.0245
29Aug2021,0to13,0.0253
30Aug2021,0to13,0.0267
31Aug2021,0to13,0.0285
01Sep2021,0to13,0.0303
02Sep2021,0to13,0.0326
03Sep2021,0to13,0.0346
04Sep2021,0to13,0.0342
05Sep2021,0to13,0.0340
06Sep2021,0to13,0.0352
07Sep2021,0to13,0.0346
08Sep2021,0to13,0.0342
09Sep2021,0to13,0.0338
10Sep2021,0to13,0.0335
11Sep2021,0to13,0.0328
12Sep2021,0to13,0.0317
13Sep2021,0to13,0.0277
14Sep2021,0to13,0.0247
15Sep2021,0to13,0.0224
16Sep2021,0to13,0.0204
17Sep2021,0to13,0.0188
18Sep2021,0to13,0.0180
19Sep2021,0to13,0.0175
20Sep2021,0to13,0.0170
21Sep2021,0to13,0.0175
22Sep2021,0to13,0.0172
23Sep2021,0to13,0.0160
24Sep2021,0to13,0.0153
25Sep2021,0to13,0.0149
26Sep2021,0to13,0.0143
27Sep2021,0to13,0.0139
28Sep2021,0to13,0.0131
29Sep2021,0to13,0.0128
30Sep2021,0to13,0.0130
01Oct2021,0to13,0.0127
02Oct2021,0to13,0.0123
03Oct2021,0to13,0.0126
04Oct2021,0to13,0.0126
05Oct2021,0to13,0.0123
06Oct2021,0to13,0.0122
07Oct2021,0to13,0.0123
08Oct2021,0to13,0.0121
09Oct2021,0to13,0.0120
10Oct2021,0to13,0.0119
11Oct2021,0to13,0.0122
12Oct2021,0to13,0.0120
13Oct2021,0to13,0.0113
14Oct2021,0to13,0.0108
15Oct2021,0to13,0.0110
16Oct2021,0to13,0.0116
17Oct2021,0to13,0.0114
18Oct2021,0to13,0.0110
19Oct2021,0to13,0.0114
20Oct2021,0to13,0.0120
21Oct2021,0to13,0.0118
22Oct2021,0to13,0.0116
23Oct2021,0to13,0.0114
24Oct2021,0to13,0.0113
25Oct2021,0to13,0.0115
26Oct2021,0to13,0.0114
27Oct2021,0to13,0.0110
28Oct2021,0to13,0.0111
29Oct2021,0to13,0.0108
30Oct2021,0to13,0.0108
31Oct2021,0to13,0.0111
01Nov2021,0to13,0.0108
02Nov2021,0to13,0.0111
03Nov2021,0to13,0.0111
04Nov2021,0to13,0.0115
05Nov2021,0to13,0.0123
06Nov2021,0to13,0.0129
07Nov2021,0to13,0.0132
08Nov2021,0to13,0.0136
09Nov2021,0to13,0.0141
10Nov2021,0to13,0.0153
11Nov2021,0to13,0.0155
12Nov2021,0to13,0.0161
13Nov2021,0to13,0.0156
14Nov2021,0to13,0.0155
15Nov2021,0to13,0.0162
16Nov2021,0to13,0.0166
17Nov2021,0to13,0.0172
18Nov2021,0to13,0.0179
19Nov2021,0to13,0.0178
20Nov2021,0to13,0.0183
21Nov2021,0to13,0.0190
22Nov2021,0to13,0.0199
23Nov2021,0to13,0.0207
24Nov2021,0to13,0.0213
25Nov2021,0to13,0.0221
26Nov2021,0to13,0.0230
27Nov2021,0to13,0.0238
28Nov2021,0to13,0.0239
29Nov2021,0to13,0.0241
30Nov2021,0to13,0.0245
01Dec2021,0to13,0.0250
02Dec2021,0to13,0.0250
03Dec2021,0to13,0.0256
04Dec2021,0to13,0.0256
05Dec2021,0to13,0.0263
06Dec2021,0to13,0.0267
07Dec2021,0to13,0.0276
08Dec2021,0to13,0.0281
09Dec2021,0to13,0.0291
10Dec2021,0to13,0.0297
11Dec2021,0to13,0.0311
12Dec2021,0to13,0.0315
13Dec2021,0to13,0.0339
14Dec2021,0to13,0.0359
15Dec2021,0to13,0.0385
16Dec2021,0to13,0.0420
17Dec2021,0to13,0.0462
18Dec2021,0to13,0.0496
19Dec2021,0to13,0.0534
20Dec2021,0to13,0.0612
21Dec2021,0to13,0.0733
22Dec2021,0to13,0.0855
23Dec2021,0to13,0.0992
24Dec2021,0to13,0.1144
25Dec2021,0to13,0.1230
26Dec2021,0to13,0.1350
27Dec2021,0to13,0.1619
28Dec2021,0to13,0.1935
29Dec2021,0to13,0.2348
30Dec2021,0to13,0.2768
31Dec2021,0to13,0.3068
01Jan2022,0to13,0.3136
02Jan2022,0to13,0.3219
03Jan2022,0to13,0.3286
04Jan2022,0to13,0.3310
05Jan2022,0to13,0.3238
06Jan2022,0to13,0.3037
07Jan2022,0to13,0.2944
08Jan2022,0to13,0.3023
09Jan2022,0to13,0.3065
10Jan2022,0to13,0.3045
11Jan2022,0to13,0.2990
12Jan2022,0to13,0.2884
13Jan2022,0to13,0.2851
14Jan2022,0to13,0.2831
15Jan2022,0to13,0.2844
16Jan2022,0to13,0.2845
17Jan2022,0to13,0.2777
18Jan2022,0to13,0.2775
19Jan2022,0to13,0.2835
20Jan2022,0to13,0.2845
21Jan2022,0to13,0.2863
22Jan2022,0to13,0.2785
23Jan2022,0to13,0.2731
24Jan2022,0to13,0.2810
25Jan2022,0to13,0.2730
26Jan2022,0to13,0.2646
27Jan2022,0to13,0.2545
28Jan2022,0to13,0.2535
29Jan2022,0to13,0.2459
30Jan2022,0to13,0.2470
31Jan2022,0to13,0.2410
01Feb2022,0to13,0.2414
02Feb2022,0to13,0.2369
03Feb2022,0to13,0.2383
04Feb2022,0to13,0.2260
05Feb2022,0to13,0.2310
06Feb2022,0to13,0.2279
07Feb2022,0to13,0.2226
08Feb2022,0to13,0.2113
09Feb2022,0to13,0.2068
10Feb2022,0to13,0.2013
11Feb2022,0to13,0.2038
12Feb2022,0to13,0.1946
13Feb2022,0to13,0.1891
14Feb2022,0to13,0.1855
15Feb2022,0to13,0.1823
16Feb2022,0to13,0.1843
17Feb2022,0to13,0.1733
18Feb2022,0to13,0.1708
19Feb2022,0to13,0.1728
20Feb2022,0to13,0.1737
21Feb2022,0to13,0.1668
22Feb2022,0to13,0.1708
23Feb2022,0to13,0.1624
24Feb2022,0to13,0.1673
25Feb2022,0to13,0.1570
26Feb2022,0to13,0.1555
27Feb2022,0to13,0.1517
28Feb2022,0to13,0.1594
01Mar2022,0to13,0.1541
02Mar2022,0to13,0.1564
03Mar2022,0to13,0.1566
04Mar2022,0to13,0.1653
05Mar2022,0to13,0.1681
06Mar2022,0to13,0.1750
07Mar2022,0to13,0.1751
08Mar2022,0to13,0.1722
09Mar2022,0to13,0.1709
10Mar2022,0to13,0.1715
11Mar2022,0to13,0.1676
12Mar2022,0to13,0.1685
13Mar2022,0to13,0.1686
14Mar2022,0to13,0.1673
15Mar2022,0to13,0.1799
16Mar2022,0to13,0.1866
17Mar2022,0to13,0.1898
18Mar2022,0to13,0.1945
19Mar2022,0to13,0.1893
20Mar2022,0to13,0.1845
21Mar2022,0to13,0.1785
22Mar2022,0to13,0.1663
23Mar2022,0to13,0.1579
24Mar2022,0to13,0.1587
25Mar2022,0to13,0.1527
26Mar2022,0to13,0.1557
27Mar2022,0to13,0.1605
28Mar2022,0to13,0.1678
29Mar2022,0to13,0.1797
30Mar2022,0to13,0.1870
31Mar2022,0to13,0.1971
01Apr2022,0to13,0.2031
02Apr2022,0to13,0.2083
03Apr2022,0to13,0.2118
04Apr2022,0to13,0.2166
05Apr2022,0to13,0.2229
06Apr2022,0to13,0.2238
07Apr2022,0to13,0.2184
08Apr2022,0to13,0.2245
09Apr2022,0to13,0.2187
10Apr2022,0to13,0.2176
11Apr2022,0to13,0.2112
12Apr2022,0to13,0.2071
13Apr2022,0to13,0.2015
14Apr2022,0to13,0.1993
15Apr2022,0to13,0.1928
16Apr2022,0to13,0.1966
17Apr2022,0to13,0.1910
18Apr2022,0to13,0.1903
19Apr2022,0to13,0.1901
20Apr2022,0to13,0.1961
21Apr2022,0to13,0.1929
22Apr2022,0to13,0.1849
23Apr2022,0to13,0.1772
24Apr2022,0to13,0.1784
25Apr2022,0to13,0.1679
26Apr2022,0to13,0.1550
27Apr2022,0to13,0.1424
28Apr2022,0to13,0.1406
29Apr2022,0to13,0.1398
30Apr2022,0to13,0.1399
01May2022,0to13,0.1344
02May2022,0to13,0.1302
03May2022,0to13,0.1290
04May2022,0to13,0.1316
05May2022,0to13,0.1247
06May2022,0to13,0.1240
07May2022,0to13,0.1249
08May2022,0to13,0.1269
09May2022,0to13,0.1309
10May2022,0to13,0.1326
11May2022,0to13,0.1304
12May2022,0to13,0.1278
13May2022,0to13,0.1253
14May2022,0to13,0.1199
15May2022,0to13,0.1168
16May2022,0to13,0.1092
17May2022,0to13,0.0998
18May2022,0to13,0.0989
19May2022,0to13,0.0972
20May2022,0to13,0.0938
21May2022,0to13,0.0917
22May2022,0to13,0.0887
23May2022,0to13,0.0870
24May2022,0to13,0.0853
25May2022,0to13,0.0774
26May2022,0to13,0.0796
27May2022,0to13,0.0764
28May2022,0to13,0.0745
29May2022,0to13,0.0722
30May2022,0to13,0.0692
31May2022,0to13,0.0658
01Jun2022,0to13,0.0640
02Jun2022,0to13,0.0589
03Jun2022,0to13,0.0584
04Jun2022,0to13,0.0589
05Jun2022,0to13,0.0599
06Jun2022,0to13,0.0572
07Jun2022,0to13,0.0538
08Jun2022,0to13,0.0571
09Jun2022,0to13,0.0564
10Jun2022,0to13,0.0562
11Jun2022,0to13,0.0515
12Jun2022,0to13,0.0520
13Jun2022,0to13,0.0498
14Jun2022,0to13,0.0521
15Jun2022,0to13,0.0480
16Jun2022,0to13,0.0486
17Jun2022,0to13,0.0500
18Jun2022,0to13,0.0542
19Jun2022,0to13,0.0525
20Jun2022,0to13,0.0569
21Jun2022,0to13,0.0588
22Jun2022,0to13,0.0617
23Jun2022,0to13,0.0618
24Jun2022,0to13,0.0617
25Jun2022,0to13,0.0638
26Jun2022,0to13,0.0675
27Jun2022,0to13,0.0698
28Jun2022,0to13,0.0711
29Jun2022,0to13,0.0743
30Jun2022,0to13,0.0815
01Jul2022,0to13,0.0876
02Jul2022,0to13,0.0878
03Jul2022,0to13,0.0898
04Jul2022,0to13,0.0923
05Jul2022,0to13,0.0920
06Jul2022,0to13,0.0917
07Jul2022,0to13,0.0922
08Jul2022,0to13,0.0908
09Jul2022,0to13,0.0904
10Jul2022,0to13,0.0895
11Jul2022,0to13,0.0916
12Jul2022,0to13,0.0976
13Jul2022,0to13,0.0998
14Jul2022,0to13,0.0964
15Jul2022,0to13,0.1045
16Jul2022,0to13,0.1119
17Jul2022,0to13,0.1095
18Jul2022,0to13,0.1065
19Jul2022,0to13,0.1108
20Jul2022,0to13,0.1135
21Jul2022,0to13,0.1144
22Jul2022,0to13,0.1056
23Jul2022,0to13,0.1011
24Jul2022,0to13,0.1041
25Jul2022,0to13,0.1089
26Jul2022,0to13,0.1051
27Jul2022,0to13,0.1008
28Jul2022,0to13,0.0995
29Jul2022,0to13,0.1048
30Jul2022,0to13,0.1031
31Jul2022,0to13,0.1056
01Aug2022,0to13,0.1035
02Aug2022,0to13,0.1022
03Aug2022,0to13,0.1003
04Aug2022,0to13,0.1007
05Aug2022,0to13,0.0903
06Aug2022,0to13,0.0906
07Aug2022,0to13,0.0859
08Aug2022,0to13,0.0870
09Aug2022,0to13,0.0860
10Aug2022,0to13,0.0873
11Aug2022,0to13,0.0864
12Aug2022,0to13,0.0883
13Aug2022,0to13,0.0879
14Aug2022,0to13,0.0852
15Aug2022,0to13,0.0834
16Aug2022,0to13,0.0813
17Aug2022,0to13,0.0833
18Aug2022,0to13,0.0851
19Aug2022,0to13,0.0862
20Aug2022,0to13,0.0881
21Aug2022,0to13,0.0899
22Aug2022,0to13,0.0903
23Aug2022,0to13,0.0916
24Aug2022,0to13,0.0872
25Aug2022,0to13,0.0840
26Aug2022,0to13,0.0857
27Aug2022,0to13,0.0810
28Aug2022,0to13,0.0822
29Aug2022,0to13,0.0805
30Aug2022,0to13,0.0807
31Aug2022,0to13,0.0807
01Sep2022,0to13,0.0803
02Sep2022,0to13,0.0750
03Sep2022,0to13,0.0734
04Sep2022,0to13,0.0704
05Sep2022,0to13,0.0651
06Sep2022,0to13,0.0612
07Sep2022,0to13,0.0568
08Sep2022,0to13,0.0557
09Sep2022,0to13,0.0566
10Sep2022,0to13,0.0587
11Sep2022,0to13,0.0582
12Sep2022,0to13,0.0626
13Sep2022,0to13,0.0631
14Sep2022,0to13,0.0662
15Sep2022,0to13,0.0675
16Sep2022,0to13,0.0686
17Sep2022,0to13,0.0660
18Sep2022,0to13,0.0683
19Sep2022,0to13,0.0690
20Sep2022,0to13,0.0714
21Sep2022,0to13,0.0694
22Sep2022,0to13,0.0710
23Sep2022,0to13,0.0703
24Sep2022,0to13,0.0706
25Sep2022,0to13,0.0686
26Sep2022,0to13,0.0666
27Sep2022,0to13,0.0628
28Sep2022,0to13,0.0629
29Sep2022,0to13,0.0613
30Sep2022,0to13,0.0618
01Oct2022,0to13,0.0647
02Oct2022,0to13,0.0625
