Report_Data_Extracted,PHU_Num,PHU,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2021-06-09,2260,Simcoe-Muskoka,Sara Vista,Elmvale,60,0
2021-06-09,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,19
2021-06-09,2243,"Leeds,Grenville,Lanark",Perth Community Care Centre,Perth,121,0
2021-06-09,3895,Toronto,Fairview Nursing Home,Toronto,108,14
2021-06-09,2246,Niagara,Garden City Manor,St. Catharines,200,25
2021-06-09,2230,Durham,Lakeview Manor,Beaverton,149,0
2021-06-09,3895,Toronto,Sherbourne Place,Toronto,126,19
2021-06-09,2236,Halton,Mount Nemo Christian Nursing Home,Burlington,61,8
2021-06-09,2270,York Region,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96,11
2021-06-09,2236,Halton,Chartwell Waterford Long Term Care Residence,Oakville,168,15
2021-06-09,2258,Eastern Ontario,Glen-Stor-Dun Lodge,Cornwall,132,<5
2021-06-09,2260,Simcoe-Muskoka,Grove Park Home For Senior Citizens,Barrie,143,0
2021-06-09,2251,Ottawa,Extendicare New Orchard Lodge,Ottawa,111,0
2021-06-09,3895,Toronto,Mon Sheong Scarborough Long Term Care Centre,Scarborough,160,<5
2021-06-09,2265,Waterloo,The Village of Winston Park,Kitchener,95,0
2021-06-09,2266,Wellington-Dufferin-Guelph,Eden House Nursing Home,Guelph,58,0
2021-06-09,2230,Durham,Extendicare Oshawa,Oshawa,175,0
2021-06-09,2251,Ottawa,Hillel Lodge,Ottawa,121,0
2021-06-09,2266,Wellington-Dufferin-Guelph,The Elliott Long Term Care Residence,Guelph,85,0
2021-06-09,2270,York Region,Southlake Residential Care Village,Newmarket,224,<5
2021-06-09,3895,Toronto,Main Street Terrace,Toronto,150,8
2021-06-09,3895,Toronto,Extendicare Guildwood,Scarborough,169,48
2021-06-09,2230,Durham,Bay Ridges,Pickering,124,0
2021-06-09,2261,Sudbury,St. Gabriel's Villa of Sudbury,Chelmsford,128,<5
2021-06-09,2266,Wellington-Dufferin-Guelph,"St. Joseph's Health Centre, Guelph",Guelph,240,0
2021-06-09,2270,York Region,Villa Colombo Seniors Centre (Vaughan),Vaughan,160,26
2021-06-09,3895,Toronto,West Park Long Term Care Centre,Toronto,200,30
2021-06-09,2251,Ottawa,Carlingview Manor,Ottawa,303,61
2021-06-09,2260,Simcoe-Muskoka,Woods Park Care Centre,Barrie,123,0
2021-06-09,2251,Ottawa,Longfields Manor,Nepean,114,<5
2021-06-09,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2021-06-09,2235,Haliburton Kawartha Pr,Hyland Crest,Minden,62,0
2021-06-09,2237,Hamilton,Dundurn Place Care Centre,Hamilton,201,<5
2021-06-09,3895,Toronto,Extendicare Scarborough,Scarborough,154,14
2021-06-09,2236,Halton,Chartwell Brant Centre Long Term Care Residence,Burlington,175,<5
2021-06-09,3895,Toronto,Nisbet Lodge,Toronto,103,9
2021-06-09,2258,Eastern Ontario,Maxville Manor,Maxville,122,0
2021-06-09,3895,Toronto,Maynard Nursing Home,Toronto,77,<5
2021-06-09,2257,Renfrew,Miramichi Lodge,Pembroke,166,<5
2021-06-09,2233,Grey-Bruce,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144,0
2021-06-09,2255,Peterborough,St. Joseph's at Fleming,Peterborough,200,<5
2021-06-09,2258,Eastern Ontario,The Palace,Alexandria,70,0
2021-06-09,2270,York Region,Mackenzie Health Long Term Care Facility,Richmond Hill,168,<5
2021-06-09,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,<5
2021-06-09,2246,Niagara,United Mennonite Home,Vineland,128,0
2021-06-09,2265,Waterloo,Nithview Home,New Hamburg,97,0
2021-06-09,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2021-06-09,2270,York Region,Elginwood,Richmond Hill,124,0
2021-06-09,2230,Durham,The Village of Taunton Mills,Whitby,120,0
2021-06-09,2270,York Region,King City Lodge Nursing Home,King City,36,11
2021-06-09,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,Guelph,192,10
2021-06-09,2261,Sudbury,Extendicare Falconbridge,Sudbury,234,0
2021-06-09,2242,Lambton,Trillium Villa Nursing Home,Sarnia,152,0
2021-06-09,2262,Thunder Bay,Hogarth Riverview Manor,Thunder Bay,543,0
2021-06-09,2227,Brant,Brierwood Gardens,Brantford,79,0
2021-06-09,5183,Huron Perth,Ritz Lutheran Villa,Mitchell,83,0
2021-06-09,2265,Waterloo,Saint Luke's Place,Cambridge,114,<5
2021-06-09,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2021-06-09,2230,Durham,Thorntonview,Oshawa,154,24
2021-06-09,2251,Ottawa,Sarsfield Colonial Home,Sarsfield,46,<5
2021-06-09,2251,Ottawa,Madonna Care Community,Orleans,160,46
2021-06-09,3895,Toronto,Tendercare Living Centre,Scarborough,254,81
2021-06-09,2253,Peel,Mississauga Long Term Care Facility,Mississauga,55,0
2021-06-09,3895,Toronto,Lakeshore Lodge,Etobicoke,150,14
2021-06-09,2234,Haldimand-Norfolk,Anson Place Care Centre,Hagersville,61,23
2021-06-09,2242,Lambton,Marshall Gowland Manor,Sarnia,126,0
2021-06-09,2230,Durham,Hillsdale Terraces,Oshawa,200,13
2021-06-09,2260,Simcoe-Muskoka,Victoria Village Manor,Barrie,128,0
2021-06-09,2251,Ottawa,Forest Hill,Kanata,160,<5
2021-06-09,2237,Hamilton,The Village of Wentworth Heights,Hamilton,120,0
2021-06-09,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,Ottawa,450,13
2021-06-09,2236,Halton,West Oak Village,Oakville,133,0
2021-06-09,2240,Chatham-Kent,Meadow Park Nursing Home (Chatham),Chatham,99,0
2021-06-09,2237,Hamilton,Shalom Village Nursing Home,Hamilton,127,17
2021-06-09,2246,Niagara,The Woodlands of Sunset,Welland,121,0
2021-06-09,2242,Lambton,Vision Nursing Home,Sarnia,146,10
2021-06-09,2251,Ottawa,Peter D. Clark Centre,Ottawa,216,8
2021-06-09,2260,Simcoe-Muskoka,IOOF Seniors Home,Barrie,182,0
2021-06-09,2253,Peel,Peel Manor,Brampton,177,5
2021-06-09,2237,Hamilton,Extendicare Hamilton,Hamilton,160,0
2021-06-09,2244,Middlesex-London,Henley Place,London,192,0
2021-06-10,2244,Middlesex-London,Chartwell Parkhill Long Term Care Residence,Parkhill,64,0
2021-06-10,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,Shelburne,60,18
2021-06-10,2265,Waterloo,Twin Oaks of Maryhill,Maryhill,31,0
2021-06-10,4913,South West,Woodingford Lodge - Woodstock,Woodstock,160,0
2021-06-10,2265,Waterloo,Cambridge Country Manor,Cambridge,79,16
2021-06-10,4913,South West,Extendicare Port Stanley,Port Stanley,60,0
2021-06-10,2235,Haliburton Kawartha Pr,Golden Plough Lodge,Cobourg,151,0
2021-06-10,2246,Niagara,Tufford Nursing Home,St. Catharines,64,11
2021-06-10,2262,Thunder Bay,Southbridge Roseview,Thunder Bay,157,23
2021-06-10,2240,Chatham-Kent,Tilbury Manor Nursing Home,Tilbury,75,0
2021-06-10,2246,Niagara,Northland Pointe,Port Colborne,151,0
2021-06-10,2268,Windsor-Essex,The Village of Aspen Lake,Windsor,192,11
2021-06-10,2266,Wellington-Dufferin-Guelph,Caressant Care Harriston,Harriston,89,0
2021-06-10,2246,Niagara,"Niagara Health System, Welland Hospital Site, Extended Care Unit",St. Catharines,115,0
2021-06-10,2246,Niagara,Oakwood Park Lodge,Niagara Falls,153,35
2021-06-10,2268,Windsor-Essex,Huron Lodge Long Term Care Home,Windsor,224,9
2021-06-10,2243,"Leeds,Grenville,Lanark",Rosebridge Manor,Jasper,78,0
2021-06-10,2237,Hamilton,The Wellington Nursing Home,Hamilton,102,0
2021-06-10,2236,Halton,Post Inn Village,Oakville,228,<5
2021-06-10,2251,Ottawa,Garden Terrace,Kanata,160,0
2021-06-10,5183,Huron Perth,Caressant Care Listowel Nursing Home,Listowel,52,13
2021-06-10,2235,Haliburton Kawartha Pr,Warkworth Place,Warkworth,60,<5
2021-06-10,3895,Toronto,Seniors' Health Centre,North York,192,24
2021-06-10,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,Ancaster,169,19
2021-06-10,2253,Peel,Villa Forum,Mississauga,160,15
2021-06-10,2268,Windsor-Essex,Berkshire Care Centre,Windsor,231,16
2021-06-10,2235,Haliburton Kawartha Pr,Hope Street Terrace,Port Hope,97,5
2021-06-10,3895,Toronto,Seven Oaks,Scarborough,249,41
2021-06-10,2260,Simcoe-Muskoka,Trillium Manor Home for the Aged,Orillia,122,<5
2021-06-10,2270,York Region,Kristus Darzs Latvian Home,Woodbridge,100,13
2021-06-10,3895,Toronto,Wellesley Central Place,Toronto,150,10
2021-06-10,5183,Huron Perth,Greenwood Court,Stratford,45,<5
2021-06-10,2265,Waterloo,Golden Years Nursing Home,Cambridge,88,<5
2021-06-10,2238,Hastings Prince Edward,Crown Ridge Place,Trenton,122,0
2021-06-10,2251,Ottawa,The Salvation Army Ottawa Grace Manor,Ottawa,128,0
2021-06-10,2235,Haliburton Kawartha Pr,Caressant Care Lindsay Nursing Home,Lindsay,124,0
2021-06-10,2234,Haldimand-Norfolk,Edgewater Gardens Long Term Care Centre,Dunnville,64,0
2021-06-10,2233,Grey-Bruce,The Village Seniors Community,Hanover,70,0
2021-06-10,4913,South West,Terrace Lodge,Aylmer,100,0
2021-06-10,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2021-06-10,2253,Peel,Vera M. Davis Community Care Centre,Bolton,64,0
2021-06-10,2268,Windsor-Essex,Chartwell Royal Oak Long Term Care Residence,Kingsville,160,0
2021-06-10,5183,Huron Perth,Exeter Villa,Exeter,47,<5
2021-06-10,2251,Ottawa,Carleton Lodge,Nepean,161,0
2021-06-10,2230,Durham,Glen Hill Strathaven,Bowmanville,210,0
2021-06-10,2266,Wellington-Dufferin-Guelph,Morriston Park Nursing Home,Puslinch,28,0
2021-06-10,2230,Durham,Chartwell Wynfield Long Term Care Residence,Oshawa,172,0
2021-06-10,2263,Timiskaming,Extendicare Tri-Town,Haileybury,60,0
2021-06-10,2268,Windsor-Essex,Extendicare Tecumseh,Tecumseh,128,13
2021-06-10,2238,Hastings Prince Edward,Hastings Manor Home for the Aged,Belleville,253,<5
2021-06-10,4913,South West,Maple Manor Nursing Home,Tillsonburg,107,20
2021-06-10,2258,Eastern Ontario,Sandfield Place,Cornwall,53,0
2021-06-10,2234,Haldimand-Norfolk,Dover Cliffs,Port Dover,70,0
2021-06-10,2237,Hamilton,Ridgeview,Stoney Creek,120,0
2021-06-10,2255,Peterborough,Centennial Place Long-Term Care Home,Millbrook,128,0
2021-06-10,2268,Windsor-Essex,Banwell Gardens Care Centre,Tecumseh,142,23
2021-06-10,2230,Durham,ReachView Village,Uxbridge,100,17
2021-06-10,4913,South West,Elgin Manor,St. Thomas,90,0
2021-06-10,2244,Middlesex-London,Country Terrace,Komoka,120,26
2021-06-10,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,Orangeville,137,0
2021-06-10,2253,Peel,Tyndall Nursing Home,Mississauga,151,35
2021-06-10,2258,Eastern Ontario,St. Jacques Nursing Home,Embrun,60,0
2021-06-10,2260,Simcoe-Muskoka,The Pines,Bracebridge,160,0
2021-06-10,2261,Sudbury,Pioneer Manor,Sudbury,433,<5
2021-06-10,2244,Middlesex-London,Extendicare London,London,170,<5
2021-06-10,3895,Toronto,Kennedy Lodge,Scarborough,289,41
2021-06-10,2230,Durham,Port Perry Place,Port Perry,107,13
2021-06-10,5183,Huron Perth,Spruce Lodge Home for the Aged,Stratford,128,0
2021-06-10,2234,Haldimand-Norfolk,Delhi Long Term Care Centre,Delhi,60,0
2021-06-10,2236,Halton,Wyndham Manor Long Term Care Centre,Oakville,128,17
2021-06-10,2244,Middlesex-London,Middlesex Terrace,Delaware,105,18
2021-06-10,2265,Waterloo,Lanark Heights Long Term Care Centre,Kitchener,160,0
2021-06-10,2236,Halton,Maple Villa Long Term Care Centre,Burlington,93,0
2021-06-10,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2021-06-10,2256,Porcupine,Extendicare Kapuskasing,Kapuskasing,61,16
2021-06-10,2266,Wellington-Dufferin-Guelph,LaPointe-Fisher Nursing Home,Guelph,92,0
2021-06-10,2261,Sudbury,Elizabeth Centre,Val Caron,128,0
2021-06-10,2258,Eastern Ontario,Lancaster Long Term Care Residence,Lancaster,60,14
2021-06-10,2246,Niagara,Niagara Long Term Care Residence,Niagara-On-The-Lake,124,13
2021-06-10,2236,Halton,Chartwell Brant Centre Long Term Care Residence,Burlington,175,<5
2021-06-10,5183,Huron Perth,Seaforth Long Term Care Home,Seaforth,63,5
2021-06-10,2251,Ottawa,Extendicare Starwood,Nepean,192,26
2021-06-10,2268,Windsor-Essex,Franklin Gardens Long Term Care Home,Leamington,120,<5
2021-06-10,2251,Ottawa,Montfort,Ottawa,128,30
2021-06-10,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,63
2021-06-10,2256,Porcupine,Foyer Des Pionniers,Hearst,67,0
2021-06-10,2246,Niagara,Crescent Park Lodge,Fort Erie,68,14
2021-06-10,2235,Haliburton Kawartha Pr,Caressant Care on McLaughlin Road,Lindsay,96,18
2021-06-10,2226,Algoma,F.J. Davey Home,Sault Ste. Marie,374,0
2021-06-10,2246,Niagara,Heidehof Long Term Care Home,St. Catharines,106,16
2021-06-10,2244,Middlesex-London,Chelsey Park,London,247,11
2021-06-10,4913,South West,Valleyview Home,St. Thomas,136,0
2021-06-10,3895,Toronto,Carefree Lodge,North York,127,0
2021-06-10,2249,Northwestern,Rainycrest,Fort Frances,164,0
2021-06-10,2235,Haliburton Kawartha Pr,Maplewood,Brighton,49,0
2021-06-10,2244,Middlesex-London,Westmount Gardens Long Term Care Home,London,160,0
2021-06-10,2258,Eastern Ontario,Pinecrest (Plantagenet),Plantagenet,60,11
2021-06-10,2246,Niagara,Gilmore Lodge,Fort Erie,80,9
2021-06-10,2246,Niagara,Mennonite Brethren Senior Citizens Home,St. Catharines,128,14
2021-06-10,2234,Haldimand-Norfolk,The Norfolk Hospital Nursing Home,Simcoe,80,0
2021-06-10,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,Leamington,206,<5
2021-06-10,2236,Halton,Extendicare Halton Hills,Georgetown,130,23
2021-06-10,2258,Eastern Ontario,Tsiionkwanonhsote,Akwesasne,50,6
2021-06-10,2237,Hamilton,Alexander Place,Waterdown,128,<5
2021-06-10,2238,Hastings Prince Edward,Moira Place Long-Term Care Home,Tweed,128,0
2021-06-10,2230,Durham,Fosterbrooke,Newcastle,88,0
2021-06-10,2270,York Region,Mariann Home,Richmond Hill,64,0
2021-06-10,2270,York Region,Parkview Home Long-Term Care,Stouffville,128,<5
2021-06-10,2253,Peel,Extendicare Brampton,Brampton,150,<5
2021-06-10,2234,Haldimand-Norfolk,Cedarwood Village,Simcoe,90,0
2021-06-10,3895,Toronto,Hellenic Care for Seniors (Toronto),Toronto,81,5
2021-06-10,2265,Waterloo,Stirling Heights,Cambridge,110,0
2021-06-10,2246,Niagara,Pleasant Manor Retirement Village,Virgil,41,<5
2021-06-10,2235,Haliburton Kawartha Pr,Extendicare Cobourg,Cobourg,69,0
2021-06-10,2260,Simcoe-Muskoka,Georgian Manor Home for the Aged,Penetanguishene,143,0
2021-06-10,2251,Ottawa,Residence Saint-Louis,Ottawa,198,9
2021-06-10,2268,Windsor-Essex,Heron Terrace Long Term Care Community,Windsor,140,25
2021-06-10,3895,Toronto,Harold and Grace Baker Centre,Toronto,120,17
2021-06-10,2246,Niagara,Maple Park Lodge,Fort Erie,96,0
2021-06-10,2260,Simcoe-Muskoka,Roberta Place,Barrie,140,70
2021-06-10,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,9
2021-06-10,2237,Hamilton,St. Peter's Residence at Chedoke,Hamilton,221,0
2021-06-10,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,Clarence Creek,113,0
2021-06-10,3895,Toronto,Craiglee Nursing Home,Scarborough,169,29
2021-06-10,4913,South West,peopleCare Tavistock,Tavistock,100,10
2021-06-10,2242,Lambton,Twin Lakes Terrace Long Term Care Community,Sarnia,60,<5
2021-06-10,2261,Sudbury,Extendicare York,Sudbury,288,0
2021-06-10,4913,South West,Caressant Care on Mary Bucke,St. Thomas,60,0
2021-06-10,2270,York Region,MacKenzie Place,Newmarket,93,15
2021-06-10,2270,York Region,Cedarvale Lodge Retirement and Care Community,Keswick,60,0
2021-06-10,2246,Niagara,Kilean Lodge,Grimsby,50,0
2021-06-10,2244,Middlesex-London,Craigholme,Ailsa Craig,83,0
2021-06-10,2257,Renfrew,"The Grove, Arnprior and District Nursing Home",Arnprior,61,0
2021-06-10,2244,Middlesex-London,Chartwell London Long Term Care Residence,London,95,0
2021-06-10,2257,Renfrew,Bonnechere Manor,Renfrew,180,0
2021-06-10,2241,Kingston Frontenac L & A,Helen Henderson Nursing Home,Amherstview,104,0
2021-06-10,3895,Toronto,Mon Sheong Home for the Aged,Toronto,105,33
2021-06-10,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,Carleton Place,60,6
2021-06-10,2227,Brant,Hardy Terrace,Brantford,101,0
2021-06-10,4913,South West,Secord Trails Care Community,Ingersoll,80,0
2021-06-10,2266,Wellington-Dufferin-Guelph,Strathcona Long Term Care,Mount Forest,87,0
2021-06-10,2251,Ottawa,Glebe Centre,Ottawa,254,<5
2021-06-10,2235,Haliburton Kawartha Pr,Extendicare Kawartha Lakes,Lindsay,64,0
2021-06-10,2236,Halton,CAMA Woodlands Nursing Home,Burlington,134,0
2021-06-10,2233,Grey-Bruce,Lee Manor Home,Owen Sound,150,0
2021-06-10,2249,Northwestern,Birchwood Terrace,Kenora,96,0
2021-06-10,2258,Eastern Ontario,Parisien Manor,Cornwall,65,0
2021-06-10,2260,Simcoe-Muskoka,Sunset Manor Home for Senior Citizens,Collingwood,150,0
2021-06-10,2262,Thunder Bay,Geraldton District Hospital,Geraldton,26,0
2021-06-10,3895,Toronto,Norwood Nursing Home,Toronto,60,5
2021-06-10,2237,Hamilton,Hamilton Continuing Care,Hamilton,64,8
2021-06-10,3895,Toronto,North Park Nursing Home,North York,75,17
2021-06-10,3895,Toronto,St. Clair O'Connor Community Nursing Home,East York,25,8
2021-06-10,2243,"Leeds,Grenville,Lanark",Sherwood Park Manor,Brockville,107,0
2021-06-10,2233,Grey-Bruce,Golden Dawn Nursing Home,Lion's Head,45,0
2021-06-10,2258,Eastern Ontario,Dundas Manor Nursing Home,Winchester,98,0
2021-06-10,2265,Waterloo,Chartwell Elmira Long Term Care Residence,Elmira,48,0
2021-06-10,2256,Porcupine,Golden Manor,Timmins,177,0
2021-06-10,2243,"Leeds,Grenville,Lanark",Almonte Country Haven,Almonte,82,29
2021-06-10,3895,Toronto,Isabel and Arthur Meighen Manor,Toronto,168,48
2021-06-10,3895,Toronto,Altamont Care Community,Scarborough,159,53
2021-06-10,2261,Sudbury,Finlandia Hoivakoti Nursing Home,Sudbury,112,0
2021-06-10,2260,Simcoe-Muskoka,Owen Hill Care Community,Barrie,57,12
2021-06-10,2263,Timiskaming,Northview Nursing Home,Englehart,48,0
2021-06-10,5183,Huron Perth,Maitland Manor,Goderich,91,0
2021-06-10,3895,Toronto,Chester Village,Toronto,203,0
2021-06-10,2263,Timiskaming,Temiskaming Lodge,Haileybury,83,0
2021-06-10,2261,Sudbury,Manitoulin Lodge,Gore Bay,62,0
2021-06-10,3895,Toronto,Thompson House,North York,136,0
2021-06-10,2233,Grey-Bruce,Maple View,Owen Sound,29,0
2021-06-10,5183,Huron Perth,Blue Water Rest Home,Zurich,65,0
2021-06-10,2227,Brant,Telfer Place,Paris,45,0
2021-06-10,2233,Grey-Bruce,Parkview Manor Health Care Centre,Chesley,34,0
2021-06-10,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2021-06-10,2235,Haliburton Kawartha Pr,Case Manor Care Community,Bobcaygeon,96,0
2021-06-10,2233,Grey-Bruce,Trillium Court,Kincardine,40,0
2021-06-10,2260,Simcoe-Muskoka,Stayner Care Centre,Stayner,49,0
2021-06-10,2260,Simcoe-Muskoka,Collingwood Nursing Home,Collingwood,64,0
2021-06-10,2256,Porcupine,South Centennial Manor,Iroquois Falls,69,0
2021-06-10,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2021-06-10,2243,"Leeds,Grenville,Lanark",Lanark Lodge,Perth,163,0
2021-06-10,2246,Niagara,Deer Park Villa,Grimsby,40,0
2021-06-10,2238,Hastings Prince Edward,Belmont Long Term Care Facility,Belleville,128,0
2021-06-10,2261,Sudbury,Wikwemikong Nursing Home,Wikwemikong,59,0
2021-06-10,2247,North Bay-Parry Sound,Belvedere Heights,Parry Sound,101,0
2021-06-10,3895,Toronto,Garden Court Nursing Home,Etobicoke,45,10
2021-06-10,2247,North Bay-Parry Sound,Waters Edge Care Community,North Bay,148,0
2021-06-10,2233,Grey-Bruce,Elgin Abbey Nursing Home,Chesley,27,0
2021-06-10,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2021-06-10,2246,Niagara,Valley Park Lodge,Niagara Falls,65,0
2021-06-10,2247,North Bay-Parry Sound,Lakeland Long Term Care Services,Parry Sound,90,0
2021-06-10,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2021-06-10,2263,Timiskaming,Teck Pioneer Residence,Kirkland Lake,81,0
2021-06-10,2237,Hamilton,Arbour Creek Long-Term Care Centre,Hamilton,129,0
2021-06-10,2263,Timiskaming,Extendicare Kirkland Lake,Kirkland Lake,100,0
2021-06-10,3895,Toronto,True Davidson Acres,Toronto,187,<5
2021-06-10,2251,Ottawa,Royal Ottawa Place,Ottawa,64,0
2021-06-10,2241,Kingston Frontenac L & A,Trillium Retirement and Care Community,Kingston,190,0
2021-06-10,2249,Northwestern,Atikokan General Hospital,Atikokan,26,0
2021-06-10,2268,Windsor-Essex,Richmond Terrace,Amherstburg,128,0
2021-06-10,2247,North Bay-Parry Sound,Eastholme Home for the Aged,Powassan,128,0
2021-06-10,2240,Chatham-Kent,Riverview Gardens,Chatham,320,0
2021-06-10,3895,Toronto,Yee Hong Centre - Scarborough McNicoll,Scarborough,155,0
2021-06-10,4913,South West,Woodingford Lodge - Tillsonburg,Tillsonburg,34,0
2021-06-10,2268,Windsor-Essex,Chateau Park Long Term Care Home,Windsor,59,0
2021-06-10,3895,Toronto,Extendicare Rouge Valley,Toronto,192,12
2021-06-10,3895,Toronto,Labdara Lithuanian Nursing Home,Etobicoke,90,0
2021-06-10,3895,Toronto,Chartwell White Eagle Long Term Care Residence,Toronto,56,14
2021-06-10,2237,Hamilton,Idlewyld Manor,Hamilton,192,<5
2021-06-10,2227,Brant,Fox Ridge Care Community,Brantford,122,0
2021-06-10,2234,Haldimand-Norfolk,Caressant Care Courtland,Courtland,55,0
2021-06-10,3895,Toronto,McCall Centre Long Term Care Interim Unit,Etobicoke,21,<5
2021-06-10,2243,"Leeds,Grenville,Lanark",St. Lawrence Lodge,Brockville,224,0
2021-06-10,2246,Niagara,West Park Health Centre,St. Catharines,101,<5
2021-06-10,2270,York Region,Yee Hong Centre - Markham,Markham,200,<5
2021-06-10,2242,Lambton,Fiddick's Nursing Home,Petrolia,128,0
2021-06-10,5183,Huron Perth,Wildwood Care Centre,St. Marys,60,0
2021-06-10,2257,Renfrew,Marianhill Nursing Home,Pembroke,139,0
2021-06-10,2251,Ottawa,Granite Ridge Care Community,Stittsville,224,0
2021-06-10,2227,Brant,Park Lane Terrace,Paris,132,0
2021-06-10,2262,Thunder Bay,Southbridge Pinewood,Thunder Bay,128,0
2021-06-10,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,Shelburne,160,0
2021-06-10,2237,Hamilton,Regina Gardens,Hamilton,128,0
2021-06-10,2243,"Leeds,Grenville,Lanark",Maple View Lodge,Athens,60,0
2021-06-10,4913,South West,Chartwell Aylmer Long Term Care Residence,Aylmer,64,0
2021-06-10,2265,Waterloo,Trinity Village Care Centre,Kitchener,150,18
2021-06-10,2236,Halton,The Village of Tansley Woods,Burlington,144,0
2021-06-10,2236,Halton,Bennett Health Care Centre,Georgetown,66,0
2021-06-10,2258,Eastern Ontario,Champlain Long Term Care Residence,L'Orignal,60,0
2021-06-10,2265,Waterloo,Fairview Mennonite Home,Cambridge,84,0
2021-06-10,2233,Grey-Bruce,Errinrung Long Term Care Home,Thornbury,60,0
2021-06-10,3895,Toronto,Rockcliffe Care Community,Scarborough,204,23
2021-06-10,2268,Windsor-Essex,Country Village Homes - Woodslee,Woodslee,104,18
2021-06-10,2260,Simcoe-Muskoka,Coleman Care Centre,Barrie,112,0
2021-06-10,2244,Middlesex-London,McCormick Home,London,160,0
2021-06-10,2244,Middlesex-London,Elmwood Place,London,90,0
2021-06-10,3895,Toronto,Suomi-Koti Toronto Nursing Home,Toronto,34,8
2021-06-10,2257,Renfrew,Groves Park Lodge,Renfrew,100,0
2021-06-10,2244,Middlesex-London,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwatisni),Southwold,64,0
2021-06-10,2268,Windsor-Essex,Brouillette Manor,Tecumseh,60,0
2021-06-10,2237,Hamilton,Parkview Nursing Centre,Hamilton,126,0
2021-06-10,2268,Windsor-Essex,Iler Lodge,Essex,104,<5
2021-06-10,2226,Algoma,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256,0
2021-06-10,2265,Waterloo,Barnswallow Place Care Community,Elmira,96,0
2021-06-10,2265,Waterloo,peopleCare Hilltop Manor Cambridge,Cambridge,185,0
2021-06-10,2241,Kingston Frontenac L & A,Extendicare Kingston,Kingston,150,0
2021-06-10,2258,Eastern Ontario,St. Joseph's Continuing Care Centre,Cornwall,150,0
2021-06-10,2258,Eastern Ontario,Residence Prescott et Russell,Hawkesbury,146,15
2021-06-10,5183,Huron Perth,Braemar Retirement Centre,Wingham,69,0
2021-06-10,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,Ajax,100,32
2021-06-10,2241,Kingston Frontenac L & A,Fairmount Home for the Aged,Glenburnie,128,0
2021-06-10,2265,Waterloo,Pinehaven Nursing Home,Waterloo,84,0
2021-06-10,2242,Lambton,North Lambton Lodge,Forest,88,0
2021-06-10,3895,Toronto,Copernicus Lodge,Toronto,228,22
2021-06-10,3895,Toronto,Cedarvale Terrace,Toronto,218,9
2021-06-10,3895,Toronto,Dom Lipa,Etobicoke,66,0
2021-06-10,3895,Toronto,Lakeside Long Term Care Centre,Toronto,128,6
2021-06-10,2265,Waterloo,The Village at University Gates,Waterloo,192,0
2021-06-10,2260,Simcoe-Muskoka,Simcoe Manor Home for the Aged,Beeton,126,10
2021-06-10,2237,Hamilton,Grace Villa Nursing Home,Hamilton,184,44
2021-06-10,2246,Niagara,Royal Rose Place,Welland,96,20
2021-06-10,2242,Lambton,Sumac Lodge,Sarnia,100,0
2021-06-10,2251,Ottawa,Extendicare Medex,Ottawa,193,<5
2021-06-10,2265,Waterloo,Riverbend Place,Cambridge,53,0
2021-06-10,2227,Brant,John Noble Home,Brantford,156,0
2021-06-10,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2021-06-10,2246,Niagara,Extendicare St. Catharines,St. Catharines,153,43
2021-06-10,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2021-06-10,2253,Peel,Sheridan Villa,Mississauga,142,<5
2021-06-10,2230,Durham,Glen Hill Marnwood,Bowmanville,60,0
2021-06-10,2253,Peel,Burton Manor,Brampton,128,23
2021-06-10,2253,Peel,Grace Manor,Brampton,120,12
