pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,numtoday,percenttoday,ratetotal,numdeathstoday,percentdeath,ratedeaths,numrecoveredtoday,percentrecover,raterecovered,numteststoday,ratetests,numactive,percentactive,rateactive,numtotal_last7,numtotal_last14,ratetotal_last7,ratetotal_last14,avgtotal_last7,avgincidence_last7,numdeaths_last7,numdeaths_last14,ratedeaths_last7,ratedeaths_last14,avgdeaths_last7,avgratedeaths_last7,numtestedtoday,ratetested
11,Prince Edward Island,Île-du-Prince-Édouard,29-06-2021,1,207,0,0,207,0,174182,206,1,0.48,125.98,0,0.00,0.00,0,0.00,125.37,138,1060029.94,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,29-06-2021,1,332,0,4,332,0,9129,152,24,7.23,772.34,0,0.00,9.31,0,0.00,353.60,0,212371.47,176,53.01,409.44,120,225,279.16,0.00,17.14,39.88,1,1,2.33,2.33,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,29-06-2021,1,128,0,0,128,0,24745,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,13,543798.35,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,29-06-2021,1,657,0,4,657,0,17817,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,63,452173.69,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,29-06-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,29-06-2021,,1414736,0,26016,1414736,0,36705571,1381016,602,0.04,3699.03,30,0.12,68.02,936,0.07,3610.87,61585,959720.42,7704,0.54,20.14,4536,10645,11.86,0.00,648.00,1.69,118,301,0.31,0.79,17.00,0.04,0,0.00
59,British Columbia,Colombie-Britannique,30-06-2021,1,147621,0,1754,147621,0,2885946,145032,43,0.03,2830.81,0,0.00,33.64,101,0.07,2781.16,2747,553413.98,835,0.57,16.01,350,947,6.71,0.00,50.00,0.96,10,16,0.19,0.31,1.00,0.03,0,0.00
48,Alberta,Alberta,30-06-2021,1,231987,0,2301,231987,0,4673910,228631,76,0.03,5221.55,2,0.09,51.79,151,0.07,5146.01,3453,1052000.29,1055,0.45,23.75,419,1129,9.43,0.00,59.86,1.35,9,23,0.20,0.52,1.00,0.03,0,0.00
47,Saskatchewan,Saskatchewan,30-06-2021,1,48854,0,568,48854,0,911702,47851,31,0.06,4140.72,0,0.00,48.14,60,0.13,4055.71,1506,772730.97,435,0.89,36.87,317,729,26.87,0.00,45.29,3.84,3,7,0.25,0.59,0.00,0.04,0,0.00
46,Manitoba,Manitoba,30-06-2021,1,56167,0,1140,56167,0,868580,53631,70,0.12,4059.00,1,0.09,82.38,81,0.15,3875.73,1197,627693.29,1396,2.49,100.88,580,1435,41.91,0.00,82.86,5.99,8,30,0.58,2.17,1.00,0.08,0,0.00
35,Ontario,Ontario,30-06-2021,1,544897,0,8911,544897,0,15775570,533472,184,0.03,3675.21,14,0.16,60.10,322,0.06,3598.15,28306,1064027.81,2514,0.46,16.96,1878,4087,12.67,0.00,268.29,1.81,74,181,0.50,1.22,11.00,0.07,0,0.00
24,Quebec,Québec,30-06-2021,1,374857,0,11210,374857,0,9813101,362756,126,0.03,4356.53,3,0.03,130.28,110,0.03,4215.89,21781,1140462.17,891,0.24,10.36,635,1487,7.38,0.00,90.71,1.05,12,33,0.14,0.38,2.00,0.02,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-06-2021,1,1386,0,7,1386,0,301368,1370,1,0.07,266.26,0,0.00,1.34,1,0.07,263.18,527,578938.17,9,0.65,1.73,2,4,0.38,0.00,0.29,0.05,0,0,0.00,0.00,0.00,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,30-06-2021,1,2332,0,45,2332,0,374115,2262,3,0.13,295.48,0,0.00,5.70,4,0.18,286.61,506,474028.32,25,1.07,3.17,12,27,1.52,0.00,1.71,0.22,0,0,0.00,0.00,0.00,0.00,0,0.00
12,Nova Scotia,Nouvelle-Écosse,30-06-2021,1,5836,0,92,5836,0,937793,5689,4,0.07,588.27,0,0.00,9.27,0,0.00,573.46,2440,945303.44,55,0.94,5.54,43,77,4.33,0.00,6.14,0.62,0,2,0.00,0.20,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,30-06-2021,0,207,0,0,207,0,174381,206,0,0.00,125.98,0,0.00,0.00,0,0.00,125.37,199,1061241.01,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,30-06-2021,1,342,0,5,342,0,9129,208,10,2.92,795.61,1,20.00,11.63,56,26.92,483.88,0,212371.47,129,37.72,300.10,122,222,283.81,0.00,17.43,40.54,2,2,4.65,4.65,0.00,0.66,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,30-06-2021,1,128,0,0,128,0,24790,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,45,544787.27,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,30-06-2021,1,657,0,4,657,0,17931,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,114,455066.87,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,30-06-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,30-06-2021,,1415284,0,26037,1415284,0,36768392,1381902,548,0.04,3700.47,21,0.08,68.08,886,0.06,3613.18,62821,961362.97,7345,0.52,19.20,4359,10145,11.40,0.00,622.71,1.63,118,294,0.31,0.77,17.00,0.04,0,0.00
59,British Columbia,Colombie-Britannique,01-07-2021,0,147670,0,1754,147670,0,2890988,145032,49,0.03,2831.75,0,0.00,33.64,0,0.00,2781.16,5042,554380.84,884,0.60,16.95,324,876,6.21,0.00,46.29,0.89,7,15,0.13,0.29,1.00,0.02,0,0.00
48,Alberta,Alberta,01-07-2021,0,232054,0,2301,232054,0,4680245,228631,67,0.03,5223.05,0,0.00,51.79,0,0.00,5146.01,6335,1053426.17,1122,0.48,25.25,413,1046,9.30,0.00,59.00,1.33,8,21,0.18,0.47,1.00,0.03,0,0.00
47,Saskatchewan,Saskatchewan,01-07-2021,1,48861,0,568,48861,0,913606,47873,7,0.01,4141.31,0,0.00,48.14,22,0.05,4057.57,1904,774344.74,420,0.86,35.60,271,641,22.97,0.00,38.71,3.28,3,7,0.25,0.59,0.00,0.04,0,0.00
46,Manitoba,Manitoba,01-07-2021,0,56252,0,1140,56252,0,870336,53631,85,0.15,4065.14,0,0.00,82.38,0,0.00,3875.73,1756,628962.29,1481,2.63,107.03,561,1343,40.54,0.00,80.14,5.79,6,28,0.43,2.02,1.00,0.06,0,0.00
35,Ontario,Ontario,01-07-2021,0,545181,0,8930,545181,0,15802828,533729,284,0.05,3677.13,19,0.21,60.23,257,0.05,3599.89,27258,1065866.30,2522,0.46,17.01,1866,4001,12.59,0.00,266.57,1.80,87,193,0.59,1.30,12.00,0.08,0,0.00
24,Quebec,Québec,01-07-2021,0,374950,0,11214,374950,0,9831200,362756,93,0.02,4357.61,4,0.04,130.33,0,0.00,4215.89,18099,1142565.60,980,0.26,11.39,632,1419,7.34,0.00,90.29,1.05,12,36,0.14,0.42,2.00,0.02,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-07-2021,0,1386,0,7,1386,0,302190,1370,0,0.00,266.26,0,0.00,1.34,0,0.00,263.18,822,580517.26,9,0.65,1.73,2,3,0.38,0.00,0.29,0.05,0,0,0.00,0.00,0.00,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,01-07-2021,1,2332,0,45,2332,0,374741,2262,0,0.00,295.48,0,0.00,5.70,0,0.00,286.61,626,474821.50,25,1.07,3.17,10,24,1.27,0.00,1.43,0.18,0,0,0.00,0.00,0.00,0.00,0,0.00
12,Nova Scotia,Nouvelle-Écosse,01-07-2021,1,5840,0,92,5840,0,941822,5697,4,0.07,588.68,0,0.00,9.27,8,0.14,574.26,4029,949364.70,51,0.87,5.14,42,67,4.23,0.00,6.00,0.60,0,2,0.00,0.20,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,01-07-2021,0,207,0,0,207,0,174602,206,0,0.00,125.98,0,0.00,0.00,0,0.00,125.37,221,1062585.96,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,01-07-2021,1,357,0,5,357,0,9129,219,15,4.20,830.50,0,0.00,11.63,11,5.02,509.47,0,212371.47,133,37.25,309.40,133,221,309.40,0.00,19.00,44.20,1,2,2.33,4.65,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,01-07-2021,0,128,0,0,128,0,24821,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,31,545468.53,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,01-07-2021,1,657,0,4,657,0,17975,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,44,456183.54,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,01-07-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,01-07-2021,,1415888,0,26060,1415888,0,36834559,1382200,604,0.04,3702.04,23,0.09,68.14,298,0.02,3613.96,66167,963093.00,7628,0.54,19.94,4255,9642,11.13,0.00,607.86,1.59,124,304,0.32,0.79,18.00,0.05,0,0.00
59,British Columbia,Colombie-Britannique,02-07-2021,1,147705,0,1756,147705,0,2895634,145200,35,0.02,2832.42,2,0.11,33.67,168,0.12,2784.38,4646,555271.77,749,0.51,14.36,287,803,5.50,0.00,41.00,0.79,7,16,0.13,0.31,1.00,0.02,0,0.00
48,Alberta,Alberta,02-07-2021,1,232097,0,2301,232097,0,4685485,228901,43,0.02,5224.02,0,0.00,51.79,270,0.12,5152.09,5240,1054605.58,895,0.39,20.14,375,965,8.44,0.00,53.57,1.21,6,18,0.14,0.41,1.00,0.02,0,0.00
47,Saskatchewan,Saskatchewan,02-07-2021,1,48882,0,568,48882,0,915385,47909,21,0.04,4143.09,0,0.00,48.14,36,0.08,4060.62,1779,775852.57,405,0.83,34.33,238,555,20.17,0.00,34.00,2.88,3,6,0.25,0.51,0.00,0.04,0,0.00
46,Manitoba,Manitoba,02-07-2021,1,56306,0,1147,56306,0,871873,54106,54,0.10,4069.04,7,0.61,82.89,475,0.88,3910.06,1537,630073.03,1053,1.87,76.10,533,1219,38.52,0.00,76.14,5.50,12,32,0.87,2.31,2.00,0.12,0,0.00
35,Ontario,Ontario,02-07-2021,1,545381,0,8939,545381,0,15830086,534010,200,0.04,3678.48,9,0.10,60.29,281,0.05,3601.78,27258,1067704.80,2432,0.45,16.40,1810,3856,12.21,0.00,258.57,1.74,94,201,0.63,1.36,13.00,0.09,0,0.00
24,Quebec,Québec,02-07-2021,1,375019,0,11217,375019,0,9848214,362961,69,0.02,4358.41,3,0.03,130.36,205,0.06,4218.27,17014,1144542.94,841,0.22,9.77,613,1361,7.12,0.00,87.57,1.02,15,37,0.17,0.43,2.00,0.02,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-07-2021,1,1387,0,7,1387,0,302943,1372,1,0.07,266.45,0,0.00,1.34,2,0.15,263.57,753,581963.80,8,0.58,1.54,3,4,0.58,0.00,0.43,0.08,0,0,0.00,0.00,0.00,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,02-07-2021,1,2335,0,45,2335,0,375196,2265,3,0.13,295.86,0,0.00,5.70,3,0.13,286.99,455,475398.02,25,1.07,3.17,12,24,1.52,0.00,1.71,0.22,0,0,0.00,0.00,0.00,0.00,0,0.00
12,Nova Scotia,Nouvelle-Écosse,02-07-2021,1,5842,0,92,5842,0,945789,5703,2,0.03,588.88,0,0.00,9.27,6,0.11,574.87,3967,953363.47,47,0.80,4.74,28,58,2.82,0.00,4.00,0.40,0,2,0.00,0.20,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,02-07-2021,0,207,0,0,207,0,174863,206,0,0.00,125.98,0,0.00,0.00,0,0.00,125.37,261,1064174.34,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,02-07-2021,1,357,0,5,357,0,9129,219,0,0.00,830.50,0,0.00,11.63,0,0.00,509.47,0,212371.47,133,37.25,309.40,115,212,267.53,0.00,16.43,38.22,1,2,2.33,4.65,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,02-07-2021,0,128,0,0,128,0,24872,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,51,546589.31,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,02-07-2021,1,657,0,4,657,0,18029,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,54,457553.99,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,02-07-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,02-07-2021,,1416316,0,26081,1416316,0,36897574,1383646,428,0.03,3703.16,21,0.08,68.19,1446,0.10,3617.74,63015,964740.62,6589,0.47,17.23,4015,9058,10.50,0.00,573.57,1.50,138,314,0.36,0.82,20.00,0.05,0,0.00
59,British Columbia,Colombie-Britannique,03-07-2021,0,147735,0,1756,147735,0,2901697,145200,30,0.02,2832.99,0,0.00,33.67,0,0.00,2784.38,6063,556434.42,779,0.53,14.94,260,739,4.99,0.00,37.14,0.71,7,16,0.13,0.31,1.00,0.02,0,0.00
48,Alberta,Alberta,03-07-2021,0,232139,0,2301,232139,0,4690977,228901,42,0.02,5224.97,0,0.00,51.79,0,0.00,5152.09,5492,1055841.72,937,0.40,21.09,353,880,7.95,0.00,50.43,1.14,6,12,0.14,0.27,1.00,0.02,0,0.00
47,Saskatchewan,Saskatchewan,03-07-2021,1,48931,0,568,48931,0,917064,47942,49,0.10,4147.24,0,0.00,48.14,33,0.07,4063.42,1679,777275.64,421,0.86,35.68,225,550,19.07,0.00,32.14,2.72,2,6,0.17,0.51,0.00,0.02,0,0.00
46,Manitoba,Manitoba,03-07-2021,1,56353,0,1148,56353,0,873744,54197,47,0.08,4072.44,1,0.09,82.96,91,0.17,3916.63,1871,631425.13,1008,1.79,72.84,475,1115,34.33,0.00,67.86,4.90,10,30,0.72,2.17,1.00,0.10,0,0.00
35,Ontario,Ontario,03-07-2021,1,545590,0,8947,545590,0,15855247,534272,209,0.04,3679.89,8,0.09,60.35,262,0.05,3603.55,25161,1069401.85,2371,0.43,15.99,1673,3710,11.28,0.00,239.00,1.61,89,196,0.60,1.32,13.00,0.09,0,0.00
24,Quebec,Québec,03-07-2021,0,375019,0,11217,375019,0,9848214,362961,0,0.00,4358.41,0,0.00,130.36,0,0.00,4218.27,0,1144542.94,841,0.22,9.77,613,1201,7.12,0.00,87.57,1.02,15,28,0.17,0.33,2.00,0.02,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-07-2021,0,1387,0,7,1387,0,303675,1372,0,0.00,266.45,0,0.00,1.34,0,0.00,263.57,732,583369.99,8,0.58,1.54,3,4,0.58,0.00,0.43,0.08,0,0,0.00,0.00,0.00,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,03-07-2021,1,2335,0,45,2335,0,375886,2268,0,0.00,295.86,0,0.00,5.70,3,0.13,287.37,690,476272.29,22,0.94,2.79,11,19,1.39,0.00,1.57,0.20,0,0,0.00,0.00,0.00,0.00,0,0.00
12,Nova Scotia,Nouvelle-Écosse,03-07-2021,1,5850,0,92,5850,0,948760,5706,8,0.14,589.69,0,0.00,9.27,3,0.05,575.17,2971,956358.27,52,0.89,5.24,25,61,2.52,0.00,3.57,0.36,0,2,0.00,0.20,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,03-07-2021,0,207,0,0,207,0,174912,206,0,0.00,125.98,0,0.00,0.00,0,0.00,125.37,49,1064472.55,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,03-07-2021,1,388,0,5,388,0,9129,238,31,7.99,902.62,0,0.00,11.63,19,7.98,553.67,0,212371.47,145,37.37,337.32,124,235,288.47,0.00,17.71,41.21,1,2,2.33,4.65,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,03-07-2021,0,128,0,0,128,0,24900,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,28,547204.64,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,03-07-2021,0,657,0,4,657,0,18036,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,7,457731.64,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,03-07-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,03-07-2021,,1416732,0,26090,1416732,0,36942317,1384057,416,0.03,3704.25,9,0.03,68.22,411,0.03,3618.82,44743,965910.49,6585,0.46,17.22,3763,8515,9.84,0.00,537.57,1.41,130,292,0.34,0.76,19.00,0.05,0,0.00
59,British Columbia,Colombie-Britannique,04-07-2021,0,147772,0,1756,147772,0,2901697,145200,37,0.03,2833.70,0,0.00,33.67,0,0.00,2784.38,0,556434.42,816,0.55,15.65,261,686,5.00,0.00,37.29,0.71,7,16,0.13,0.31,1.00,0.02,0,0.00
48,Alberta,Alberta,04-07-2021,0,232192,0,2301,232192,0,4690977,228901,53,0.02,5226.16,0,0.00,51.79,0,0.00,5152.09,0,1055841.72,990,0.43,22.28,373,833,8.40,0.00,53.29,1.20,4,12,0.09,0.27,1.00,0.01,0,0.00
47,Saskatchewan,Saskatchewan,04-07-2021,1,48958,0,568,48958,0,917853,47994,27,0.06,4149.53,0,0.00,48.14,52,0.11,4067.83,789,777944.37,396,0.81,33.56,204,517,17.29,0.00,29.14,2.47,2,5,0.17,0.42,0.00,0.02,0,0.00
46,Manitoba,Manitoba,04-07-2021,1,56417,0,1150,56417,0,873744,54249,64,0.11,4077.07,2,0.17,83.11,52,0.10,3920.39,0,631425.13,1018,1.80,73.57,442,1086,31.94,0.00,63.14,4.56,11,26,0.79,1.88,2.00,0.11,0,0.00
35,Ontario,Ontario,04-07-2021,1,545803,0,8956,545803,0,15855247,534558,213,0.04,3681.32,9,0.10,60.41,286,0.05,3605.48,0,1069401.85,2289,0.42,15.44,1599,3605,10.78,0.00,228.43,1.54,86,193,0.58,1.30,12.00,0.08,0,0.00
24,Quebec,Québec,04-07-2021,0,375146,0,11217,375146,0,9848214,362961,127,0.03,4359.88,0,0.00,130.36,0,0.00,4218.27,0,1144542.94,968,0.26,11.25,740,1225,8.60,0.00,105.71,1.23,15,26,0.17,0.30,2.00,0.02,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-07-2021,0,1387,0,7,1387,0,303675,1372,0,0.00,266.45,0,0.00,1.34,0,0.00,263.57,0,583369.99,8,0.58,1.54,3,4,0.58,0.00,0.43,0.08,0,0,0.00,0.00,0.00,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,04-07-2021,1,2335,0,46,2335,0,376273,2269,0,0.00,295.86,1,2.17,5.83,1,0.04,287.50,387,476762.65,20,0.86,2.53,10,17,1.27,0.00,1.43,0.18,1,1,0.13,0.13,0.00,0.02,0,0.00
12,Nova Scotia,Nouvelle-Écosse,04-07-2021,1,5853,0,92,5853,0,951677,5708,3,0.05,589.99,0,0.00,9.27,2,0.04,575.37,2917,959298.63,53,0.91,5.34,25,62,2.52,0.00,3.57,0.36,0,2,0.00,0.20,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,04-07-2021,0,207,0,0,207,0,174912,206,0,0.00,125.98,0,0.00,0.00,0,0.00,125.37,0,1064472.55,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,04-07-2021,0,388,0,5,388,0,9129,238,0,0.00,902.62,0,0.00,11.63,0,0.00,553.67,0,212371.47,145,37.37,337.32,124,201,288.47,0.00,17.71,41.21,1,2,2.33,4.65,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,04-07-2021,0,128,0,0,128,0,24900,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,0,547204.64,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,04-07-2021,0,657,0,4,657,0,18036,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,0,457731.64,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,04-07-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,04-07-2021,,1417256,0,26102,1417256,0,36946410,1384450,524,0.04,3705.62,12,0.05,68.25,393,0.03,3619.85,4093,966017.51,6704,0.47,17.53,3782,8237,9.89,0.00,540.29,1.41,127,283,0.33,0.74,18.00,0.05,0,0.00
59,British Columbia,Colombie-Britannique,05-07-2021,1,147790,0,1759,147790,0,2910692,145362,18,0.01,2834.05,3,0.17,33.73,162,0.11,2787.49,8995,558159.32,669,0.45,12.83,241,659,4.62,0.00,34.43,0.66,5,16,0.10,0.31,1.00,0.01,0,0.00
48,Alberta,Alberta,05-07-2021,1,232236,0,2303,232236,0,4699113,229102,44,0.02,5227.15,2,0.09,51.84,201,0.09,5156.61,8136,1057672.96,831,0.36,18.70,386,817,8.69,0.00,55.14,1.24,4,14,0.09,0.32,1.00,0.01,0,0.00
47,Saskatchewan,Saskatchewan,05-07-2021,1,48978,0,568,48978,0,918765,48050,20,0.04,4151.23,0,0.00,48.14,56,0.12,4072.57,912,778717.36,360,0.74,30.51,207,509,17.54,0.00,29.57,2.51,2,4,0.17,0.34,0.00,0.02,0,0.00
46,Manitoba,Manitoba,05-07-2021,1,56480,0,1151,56480,0,876020,54309,63,0.11,4081.62,1,0.09,83.18,60,0.11,3924.73,2276,633069.92,1020,1.81,73.71,444,1082,32.09,0.00,63.43,4.58,12,26,0.87,1.88,2.00,0.12,0,0.00
35,Ontario,Ontario,05-07-2021,1,545973,0,8956,545973,0,15891316,534791,170,0.03,3682.47,0,0.00,60.41,233,0.04,3607.05,36069,1071834.63,2226,0.41,15.01,1559,3505,10.52,0.00,222.71,1.50,83,190,0.56,1.28,12.00,0.08,0,0.00
24,Quebec,Québec,05-07-2021,1,375195,0,11218,375195,0,9884535,363245,49,0.01,4360.45,1,0.01,130.37,284,0.08,4221.57,36321,1148764.11,732,0.20,8.51,535,1184,6.22,0.00,76.43,0.89,15,27,0.17,0.31,2.00,0.02,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-07-2021,1,1400,0,7,1400,0,304635,1372,13,0.93,268.94,0,0.00,1.34,0,0.00,263.57,960,585214.19,21,1.50,4.03,15,17,2.88,0.00,2.14,0.41,0,0,0.00,0.00,0.00,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,05-07-2021,1,2336,0,46,2336,0,376729,2273,1,0.04,295.99,0,0.00,5.83,4,0.18,288.00,456,477340.43,17,0.73,2.15,10,18,1.27,0.00,1.43,0.18,1,1,0.13,0.13,0.00,0.02,0,0.00
12,Nova Scotia,Nouvelle-Écosse,05-07-2021,1,5854,0,92,5854,0,954507,5717,1,0.02,590.09,0,0.00,9.27,9,0.16,576.28,2830,962151.29,45,0.77,4.54,23,63,2.32,0.00,3.29,0.33,0,2,0.00,0.20,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,05-07-2021,0,207,0,0,207,0,175297,206,0,0.00,125.98,0,0.00,0.00,0,0.00,125.37,385,1066815.56,1,0.48,0.61,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,05-07-2021,0,388,0,5,388,0,9129,238,0,0.00,902.62,0,0.00,11.63,0,0.00,553.67,0,212371.47,145,37.37,337.32,80,201,186.11,0.00,11.43,26.59,1,2,2.33,4.65,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,05-07-2021,1,128,0,0,128,0,24935,128,0,0.00,281.29,0,0.00,0.00,0,0.00,281.29,35,547973.80,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,05-07-2021,1,657,0,4,657,0,18036,653,0,0.00,1667.39,0,0.00,10.15,0,0.00,1657.23,0,457731.64,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,05-07-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,05-07-2021,,1417635,0,26109,1417635,0,37043785,1385459,379,0.03,3706.61,7,0.03,68.27,1009,0.07,3622.48,97375,968563.52,6067,0.43,15.86,3501,8056,9.15,0.00,500.14,1.31,123,282,0.32,0.74,18.00,0.05,0,0.00
59,British Columbia,Colombie-Britannique,06-07-2021,1,147797,0,1759,147797,0,2915304,145420,7,0.00,2834.18,0,0.00,33.73,58,0.04,2788.60,4612,559043.72,618,0.42,11.85,219,613,4.20,0.00,31.29,0.60,5,16,0.10,0.31,1.00,0.01,0,0.00
48,Alberta,Alberta,06-07-2021,1,232269,0,2305,232269,0,4702130,229201,33,0.01,5227.89,2,0.09,51.88,99,0.04,5158.84,3017,1058352.03,763,0.33,17.17,358,793,8.06,0.00,51.14,1.15,6,15,0.14,0.34,1.00,0.02,0,0.00
