pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,numtoday,percenttoday,ratetotal,numdeathstoday,percentdeath,ratedeaths,numrecoveredtoday,percentrecover,raterecovered,numteststoday,ratetests,numactive,percentactive,rateactive,numtotal_last7,numtotal_last14,ratetotal_last7,ratetotal_last14,avgtotal_last7,avgincidence_last7,numdeaths_last7,numdeaths_last14,ratedeaths_last7,ratedeaths_last14,avgdeaths_last7,avgratedeaths_last7,numtestedtoday,ratetested
35,Ontario,Ontario,14-03-2020,,79,0,0,79,6646,0,0,0,0.00,0.53,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,51,75,0.34,0.00,7.29,0.05,0,0,0.00,0.00,0.00,0.00,2461,448.26
24,Quebec,Québec,14-03-2020,,17,0,0,17,1584,950,0,0,0.00,0.20,0,0.00,0.00,0,0.00,0.00,337,110.41,0,0.00,0.00,15,16,0.17,0.00,2.14,0.02,0,0,0.00,0.00,0.00,0.00,844,184.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-03-2020,,0,0,0,0,62,174,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,96,334.26,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,10,119.10
13,New Brunswick,Nouveau-Brunswick,14-03-2020,,1,1,0,2,82,189,0,1,50.00,0.25,0,0.00,0.00,0,0.00,0.00,94,239.48,0,0.00,0.00,2,2,0.25,0.00,0.29,0.04,0,0,0.00,0.00,0.00,0.00,38,103.90
12,Nova Scotia,Nouvelle-Écosse,14-03-2020,,0,0,0,0,481,166,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,150,167.33,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,299,484.85
11,Prince Edward Island,Île-du-Prince-Édouard,14-03-2020,,0,0,0,0,6,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,36.51
60,Yukon,Yukon,14-03-2020,,0,0,0,0,0,37,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,860.75,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,14-03-2020,,0,0,0,0,76,50,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,26,1098.80,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,42,1670.18
62,Nunavut,Nunavut,14-03-2020,,0,0,0,0,6,1,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,25.38,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,5,152.27
99,Repatriated travellers,Voyageurs rapatriés,14-03-2020,,2,0,0,2,29,9,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,2,0.00,0,0.00,0.00,1,1,0.00,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,14-03-2020,,193,6,1,199,22438,13209,0,20,10.05,0.52,0,0.00,0.00,0,0.00,0.00,3320,345.37,0,0.00,0.00,148,188,0.39,0.00,21.14,0.06,1,1,0.00,0.00,0.00,0.00,7224,586.67
59,British Columbia,Colombie-Britannique,15-03-2020,,73,0,1,73,7033,8313,0,9,12.33,1.40,0,0.00,0.02,0,0.00,0.00,1541,1594.12,0,0.00,0.00,46,66,0.88,0.00,6.57,0.13,1,1,0.02,0.02,0.00,0.00,0,1348.66
48,Alberta,Alberta,15-03-2020,,39,0,0,39,5247,5836,0,10,25.64,0.88,0,0.00,0.00,0,0.00,0.00,1587,1313.56,0,0.00,0.00,38,38,0.86,0.00,5.43,0.12,0,0,0.00,0.00,0.00,0.00,0,1180.99
47,Saskatchewan,Saskatchewan,15-03-2020,,0,2,0,2,349,0,0,0,0.00,0.17,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,2,2,0.17,0.00,0.29,0.02,0,0,0.00,0.00,0.00,0.00,0,295.80
46,Manitoba,Manitoba,15-03-2020,,4,0,0,4,837,1030,0,0,0.00,0.29,0,0.00,0.00,0,0.00,0.00,418,744.35,0,0.00,0.00,4,4,0.29,0.00,0.57,0.04,0,0,0.00,0.00,0.00,0.00,0,604.87
35,Ontario,Ontario,15-03-2020,,103,0,0,103,8461,0,0,24,23.30,0.69,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,75,98,0.51,0.00,10.71,0.07,0,0,0.00,0.00,0.00,0.00,1815,570.68
24,Quebec,Québec,15-03-2020,,24,0,0,24,2337,1229,0,7,29.17,0.28,0,0.00,0.00,0,0.00,0.00,279,142.83,0,0.00,0.00,22,23,0.26,0.00,3.14,0.04,0,0,0.00,0.00,0.00,0.00,753,271.60
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-03-2020,,0,1,0,1,62,283,0,1,100.00,0.19,0,0.00,0.00,0,0.00,0.00,109,543.65,0,0.00,0.00,1,1,0.19,0.00,0.14,0.03,0,0,0.00,0.00,0.00,0.00,0,119.10
13,New Brunswick,Nouveau-Brunswick,15-03-2020,,1,1,0,2,82,197,0,0,0.00,0.25,0,0.00,0.00,0,0.00,0.00,8,249.61,0,0.00,0.00,2,2,0.25,0.00,0.29,0.04,0,0,0.00,0.00,0.00,0.00,0,103.90
12,Nova Scotia,Nouvelle-Écosse,15-03-2020,,0,0,0,0,481,336,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,170,338.69,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,484.85
11,Prince Edward Island,Île-du-Prince-Édouard,15-03-2020,,1,0,0,1,6,0,0,1,100.00,0.61,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,36.51
60,Yukon,Yukon,15-03-2020,,0,0,0,0,0,49,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,12,1139.91,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,15-03-2020,,0,0,0,0,76,65,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,15,1428.45,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,1670.18
62,Nunavut,Nunavut,15-03-2020,,0,0,0,0,6,1,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,25.38,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,152.27
99,Repatriated travellers,Voyageurs rapatriés,15-03-2020,,4,0,0,4,29,18,0,2,50.00,0.00,0,0.00,0.00,0,0.00,0.00,9,0.00,0,0.00,0.00,3,3,0.00,0.00,0.43,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,15-03-2020,,249,4,1,253,25006,17357,0,54,21.34,0.66,0,0.00,0.00,0,0.00,0.00,4148,453.82,0,0.00,0.00,196,241,0.51,0.00,28.00,0.07,1,1,0.00,0.00,0.00,0.00,2568,653.82
59,British Columbia,Colombie-Britannique,16-03-2020,,73,0,4,73,9926,9863,0,0,0.00,1.40,3,75.00,0.08,0,0.00,0.00,1550,1891.35,0,0.00,0.00,46,66,0.88,0.00,6.57,0.13,3,4,0.06,0.08,0.00,0.01,2893,1903.43
48,Alberta,Alberta,16-03-2020,,56,0,0,56,10238,7391,0,17,30.36,1.26,0,0.00,0.00,0,0.00,0.00,1555,1663.56,0,0.00,0.00,55,55,1.24,0.00,7.86,0.18,0,0,0.00,0.00,0.00,0.00,4991,2304.36
47,Saskatchewan,Saskatchewan,16-03-2020,,1,5,0,6,881,0,0,4,66.67,0.51,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,6,6,0.51,0.00,0.86,0.07,0,0,0.00,0.00,0.00,0.00,532,746.71
46,Manitoba,Manitoba,16-03-2020,,4,3,0,7,1848,1376,0,3,42.86,0.51,0,0.00,0.00,0,0.00,0.00,346,994.39,0,0.00,0.00,7,7,0.51,0.00,1.00,0.07,0,0,0.00,0.00,0.00,0.00,1011,1335.49
35,Ontario,Ontario,16-03-2020,,145,0,0,145,10178,0,0,42,28.97,0.98,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,114,139,0.77,0.00,16.29,0.11,0,0,0.00,0.00,0.00,0.00,1717,686.48
24,Quebec,Québec,16-03-2020,,39,0,0,39,3129,1901,0,15,38.46,0.45,0,0.00,0.00,0,0.00,0.00,672,220.93,0,0.00,0.00,36,38,0.42,0.00,5.14,0.06,0,0,0.00,0.00,0.00,0.00,792,363.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-03-2020,,0,1,0,1,161,384,0,0,0.00,0.19,0,0.00,0.00,0,0.00,0.00,101,737.68,0,0.00,0.00,1,1,0.19,0.00,0.14,0.03,0,0,0.00,0.00,0.00,0.00,99,309.29
13,New Brunswick,Nouveau-Brunswick,16-03-2020,,1,5,0,6,143,225,0,4,66.67,0.76,0,0.00,0.00,0,0.00,0.00,28,285.09,0,0.00,0.00,6,6,0.76,0.00,0.86,0.11,0,0,0.00,0.00,0.00,0.00,61,181.19
12,Nova Scotia,Nouvelle-Écosse,16-03-2020,,0,3,0,3,1075,543,0,3,100.00,0.30,0,0.00,0.00,0,0.00,0.00,207,547.35,0,0.00,0.00,3,3,0.30,0.00,0.43,0.04,0,0,0.00,0.00,0.00,0.00,594,1083.61
11,Prince Edward Island,Île-du-Prince-Édouard,16-03-2020,,1,0,0,1,6,42,0,0,0.00,0.61,0,0.00,0.00,0,0.00,0.00,42,255.60,0,0.00,0.00,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,36.51
60,Yukon,Yukon,16-03-2020,,0,0,0,0,0,49,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,1139.91,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,16-03-2020,,0,0,0,0,138,80,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,15,1758.09,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,62,3032.70
62,Nunavut,Nunavut,16-03-2020,,0,0,0,0,7,2,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,50.76,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,1,177.65
99,Repatriated travellers,Voyageurs rapatriés,16-03-2020,,4,0,0,4,29,20,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,2,0.00,0,0.00,0.00,3,3,0.00,0.00,0.43,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,16-03-2020,,324,17,4,341,37759,21876,0,88,25.81,0.89,3,75.00,0.01,0,0.00,0.00,4519,571.98,0,0.00,0.00,279,328,0.73,0.00,39.86,0.10,3,4,0.01,0.01,0.00,0.00,12753,987.26
59,British Columbia,Colombie-Britannique,17-03-2020,,103,0,7,103,11612,11673,0,30,29.13,1.98,3,42.86,0.13,0,0.00,0.00,1810,2238.43,0,0.00,0.00,71,96,1.36,0.00,10.14,0.19,6,7,0.12,0.13,1.00,0.02,1686,2226.74
48,Alberta,Alberta,17-03-2020,,74,0,0,74,11487,9225,0,18,24.32,1.67,0,0.00,0.00,0,0.00,0.00,1834,2076.36,0,0.00,0.00,67,73,1.51,0.00,9.57,0.22,0,0,0.00,0.00,0.00,0.00,1249,2585.49
47,Saskatchewan,Saskatchewan,17-03-2020,,2,5,0,7,1066,0,0,1,14.29,0.59,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,7,7,0.59,0.00,1.00,0.08,0,0,0.00,0.00,0.00,0.00,185,903.51
46,Manitoba,Manitoba,17-03-2020,,7,0,0,7,2216,1643,0,0,0.00,0.51,0,0.00,0.00,0,0.00,0.00,267,1187.34,0,0.00,0.00,7,7,0.51,0.00,1.00,0.07,0,0,0.00,0.00,0.00,0.00,368,1601.43
35,Ontario,Ontario,17-03-2020,,177,0,0,177,11167,0,0,32,18.08,1.19,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,143,169,0.96,0.00,20.43,0.14,0,0,0.00,0.00,0.00,0.00,989,753.19
24,Quebec,Québec,17-03-2020,,50,0,0,50,4870,2676,0,11,22.00,0.58,0,0.00,0.00,0,0.00,0.00,775,311.00,0,0.00,0.00,46,49,0.53,0.00,6.57,0.08,0,0,0.00,0.00,0.00,0.00,1741,565.98
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-03-2020,,0,1,0,1,161,433,0,0,0.00,0.19,0,0.00,0.00,0,0.00,0.00,49,831.81,0,0.00,0.00,1,1,0.19,0.00,0.14,0.03,0,0,0.00,0.00,0.00,0.00,0,309.29
13,New Brunswick,Nouveau-Brunswick,17-03-2020,,2,5,0,7,295,350,0,1,14.29,0.89,0,0.00,0.00,0,0.00,0.00,125,443.47,0,0.00,0.00,7,7,0.89,0.00,1.00,0.13,0,0,0.00,0.00,0.00,0.00,152,373.78
12,Nova Scotia,Nouvelle-Écosse,17-03-2020,,0,5,0,5,1075,648,0,2,40.00,0.50,0,0.00,0.00,0,0.00,0.00,105,653.19,0,0.00,0.00,5,5,0.50,0.00,0.71,0.07,0,0,0.00,0.00,0.00,0.00,0,1083.61
11,Prince Edward Island,Île-du-Prince-Édouard,17-03-2020,,1,0,0,1,75,42,0,0,0.00,0.61,0,0.00,0.00,0,0.00,0.00,0,255.60,0,0.00,0.00,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,69,456.43
60,Yukon,Yukon,17-03-2020,,0,0,0,0,0,75,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,26,1744.75,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,17-03-2020,,0,0,0,0,145,114,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,34,2505.27,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,7,3186.53
62,Nunavut,Nunavut,17-03-2020,,0,0,0,0,7,2,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,50.76,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,177.65
99,Repatriated travellers,Voyageurs rapatriés,17-03-2020,,8,0,0,8,29,26,0,4,50.00,0.00,0,0.00,0.00,0,0.00,0.00,6,0.00,0,0.00,0.00,7,7,0.00,0.00,1.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,17-03-2020,,424,16,7,440,44205,26907,0,99,22.50,1.15,3,42.86,0.02,0,0.00,0.00,5031,703.52,0,0.00,0.00,363,425,0.95,0.00,51.86,0.14,6,7,0.02,0.02,1.00,0.00,6446,1155.80
59,British Columbia,Colombie-Britannique,18-03-2020,,186,0,7,186,13388,15190,0,83,44.62,3.57,0,0.00,0.13,0,0.00,0.00,3517,2912.86,0,0.00,0.00,147,178,2.82,0.00,21.00,0.40,6,7,0.12,0.13,1.00,0.02,1776,2567.31
48,Alberta,Alberta,18-03-2020,,97,0,0,97,13686,10710,0,23,23.71,2.18,0,0.00,0.00,0,0.00,0.00,1485,2410.60,0,0.00,0.00,83,96,1.87,0.00,11.86,0.27,0,0,0.00,0.00,0.00,0.00,2199,3080.44
47,Saskatchewan,Saskatchewan,18-03-2020,,2,6,0,8,1910,191,0,1,12.50,0.68,0,0.00,0.00,0,0.00,0.00,191,161.89,0,0.00,0.00,8,8,0.68,0.00,1.14,0.10,0,0,0.00,0.00,0.00,0.00,844,1618.86
46,Manitoba,Manitoba,18-03-2020,,8,7,0,15,2739,2055,0,8,53.33,1.08,0,0.00,0.00,0,0.00,0.00,412,1485.08,0,0.00,0.00,15,15,1.08,0.00,2.14,0.15,0,0,0.00,0.00,0.00,0.00,523,1979.38
35,Ontario,Ontario,18-03-2020,,189,0,0,189,13869,0,0,12,6.35,1.27,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,147,174,0.99,0.00,21.00,0.14,0,0,0.00,0.00,0.00,0.00,2702,935.43
24,Quebec,Québec,18-03-2020,,74,0,1,74,5880,3780,0,24,32.43,0.86,1,100.00,0.01,0,0.00,0.00,1104,439.31,0,0.00,0.00,67,73,0.78,0.00,9.57,0.11,1,1,0.01,0.01,0.00,0.00,1010,683.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-03-2020,,0,3,0,3,161,577,0,2,66.67,0.58,0,0.00,0.00,0,0.00,0.00,144,1108.44,0,0.00,0.00,3,3,0.58,0.00,0.43,0.08,0,0,0.00,0.00,0.00,0.00,0,309.29
13,New Brunswick,Nouveau-Brunswick,18-03-2020,,2,6,0,8,408,437,0,1,12.50,1.01,0,0.00,0.00,0,0.00,0.00,87,553.71,0,0.00,0.00,8,8,1.01,0.00,1.14,0.14,0,0,0.00,0.00,0.00,0.00,113,516.96
12,Nova Scotia,Nouvelle-Écosse,18-03-2020,,1,6,0,7,1278,981,0,2,28.57,0.71,0,0.00,0.00,0,0.00,0.00,333,988.86,0,0.00,0.00,7,7,0.71,0.00,1.00,0.10,0,0,0.00,0.00,0.00,0.00,203,1288.24
11,Prince Edward Island,Île-du-Prince-Édouard,18-03-2020,,1,0,0,1,75,42,0,0,0.00,0.61,0,0.00,0.00,0,0.00,0.00,0,255.60,0,0.00,0.00,1,1,0.61,0.00,0.14,0.09,0,0,0.00,0.00,0.00,0.00,0,456.43
60,Yukon,Yukon,18-03-2020,,0,0,0,0,0,75,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,1744.75,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,18-03-2020,,0,0,0,0,145,121,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,7,2659.11,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,3186.53
62,Nunavut,Nunavut,18-03-2020,,0,0,0,0,7,2,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,50.76,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,177.65
99,Repatriated travellers,Voyageurs rapatriés,18-03-2020,,9,0,0,9,29,32,0,1,11.11,0.00,0,0.00,0.00,0,0.00,0.00,6,0.00,0,0.00,0.00,8,8,0.00,0.00,1.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,18-03-2020,,569,28,8,597,53575,34193,0,157,26.30,1.56,1,12.50,0.02,0,0.00,0.00,7286,894.03,0,0.00,0.00,494,573,1.29,0.00,70.57,0.18,7,8,0.02,0.02,1.00,0.00,9370,1400.80
59,British Columbia,Colombie-Britannique,19-03-2020,,271,0,8,271,16382,18246,0,85,31.37,5.20,1,12.50,0.15,0,0.00,0.00,3056,3498.88,0,0.00,0.00,225,259,4.31,0.00,32.14,0.62,7,8,0.13,0.15,1.00,0.02,2994,3141.44
48,Alberta,Alberta,19-03-2020,,146,0,1,146,16507,12793,0,49,33.56,3.29,1,100.00,0.02,0,0.00,0.00,2083,2879.44,0,0.00,0.00,127,145,2.86,0.00,18.14,0.41,1,1,0.02,0.02,0.00,0.00,2821,3715.38
47,Saskatchewan,Saskatchewan,19-03-2020,,8,12,0,20,1910,1062,0,12,60.00,1.70,0,0.00,0.00,0,0.00,0.00,871,900.12,0,0.00,0.00,19,20,1.61,0.00,2.71,0.23,0,0,0.00,0.00,0.00,0.00,0,1618.86
46,Manitoba,Manitoba,19-03-2020,,17,0,0,17,3189,2598,0,2,11.76,1.23,0,0.00,0.00,0,0.00,0.00,543,1877.49,0,0.00,0.00,16,17,1.16,0.00,2.29,0.17,0,0,0.00,0.00,0.00,0.00,450,2304.58
35,Ontario,Ontario,19-03-2020,,258,0,0,258,18488,0,0,69,26.74,1.74,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,199,238,1.34,0.00,28.43,0.19,0,0,0.00,0.00,0.00,0.00,4619,1246.98
24,Quebec,Québec,19-03-2020,,121,0,1,121,6757,5274,0,47,38.84,1.41,0,0.00,0.01,0,0.00,0.00,1494,612.94,0,0.00,0.00,108,120,1.26,0.00,15.43,0.18,1,1,0.01,0.01,0.00,0.00,877,785.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-03-2020,,1,2,0,3,267,806,0,0,0.00,0.58,0,0.00,0.00,0,0.00,0.00,229,1548.35,0,0.00,0.00,3,3,0.58,0.00,0.43,0.08,0,0,0.00,0.00,0.00,0.00,106,512.92
13,New Brunswick,Nouveau-Brunswick,19-03-2020,,7,4,0,11,527,543,0,3,27.27,1.39,0,0.00,0.00,0,0.00,0.00,106,688.02,0,0.00,0.00,10,11,1.27,0.00,1.43,0.18,0,0,0.00,0.00,0.00,0.00,119,667.74
12,Nova Scotia,Nouvelle-Écosse,19-03-2020,,5,9,0,14,1520,1197,0,7,50.00,1.41,0,0.00,0.00,0,0.00,0.00,216,1206.59,0,0.00,0.00,14,14,1.41,0.00,2.00,0.20,0,0,0.00,0.00,0.00,0.00,242,1532.17
11,Prince Edward Island,Île-du-Prince-Édouard,19-03-2020,,2,0,0,2,75,42,0,1,50.00,1.22,0,0.00,0.00,0,0.00,0.00,0,255.60,0,0.00,0.00,2,2,1.22,0.00,0.29,0.17,0,0,0.00,0.00,0.00,0.00,0,456.43
60,Yukon,Yukon,19-03-2020,,0,0,0,0,0,80,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,5,1861.07,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,19-03-2020,,0,0,0,0,221,123,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,2,2703.06,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,76,4856.72
62,Nunavut,Nunavut,19-03-2020,,0,0,0,0,8,4,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,2,101.52,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,1,203.03
99,Repatriated travellers,Voyageurs rapatriés,19-03-2020,,10,0,0,10,29,33,0,1,10.00,0.00,0,0.00,0.00,0,0.00,0.00,1,0.00,0,0.00,0.00,9,9,0.00,0.00,1.29,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,19-03-2020,,846,27,10,873,65880,42801,0,276,31.62,2.28,2,20.00,0.03,0,0.00,0.00,8608,1119.09,0,0.00,0.00,732,840,1.91,0.00,104.57,0.27,9,10,0.02,0.03,1.00,0.00,12305,1722.53
59,British Columbia,Colombie-Britannique,20-03-2020,,271,0,9,271,18792,19392,0,0,0.00,5.20,1,11.11,0.17,0,0.00,0.00,1146,3718.64,0,0.00,0.00,218,250,4.18,0.00,31.14,0.60,8,9,0.15,0.17,1.00,0.02,2410,3603.59
48,Alberta,Alberta,20-03-2020,,195,0,1,195,19782,15671,0,49,25.13,4.39,0,0.00,0.02,0,0.00,0.00,2878,3527.22,0,0.00,0.00,172,194,3.87,0.00,24.57,0.55,1,1,0.02,0.02,0.00,0.00,3275,4452.52
47,Saskatchewan,Saskatchewan,20-03-2020,,8,18,0,26,1910,1645,0,6,23.08,2.20,0,0.00,0.00,0,0.00,0.00,583,1394.25,0,0.00,0.00,25,26,2.12,0.00,3.57,0.30,0,0,0.00,0.00,0.00,0.00,0,1618.86
46,Manitoba,Manitoba,20-03-2020,,17,0,0,17,3367,3049,0,0,0.00,1.23,0,0.00,0.00,0,0.00,0.00,451,2203.41,0,0.00,0.00,14,17,1.01,0.00,2.00,0.14,0,0,0.00,0.00,0.00,0.00,178,2433.22
35,Ontario,Ontario,20-03-2020,,311,0,0,311,21499,0,0,53,17.04,2.10,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,232,289,1.56,0.00,33.14,0.22,0,0,0.00,0.00,0.00,0.00,3011,1450.06
24,Quebec,Québec,20-03-2020,,139,0,1,139,8539,6745,0,18,12.95,1.62,0,0.00,0.01,0,0.00,0.00,1471,783.89,0,0.00,0.00,122,137,1.42,0.00,17.43,0.20,1,1,0.01,0.01,0.00,0.00,1782,992.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-03-2020,,3,1,0,4,287,1088,0,1,25.00,0.77,0,0.00,0.00,0,0.00,0.00,282,2090.08,0,0.00,0.00,4,4,0.77,0.00,0.57,0.11,0,0,0.00,0.00,0.00,0.00,20,551.34
13,New Brunswick,Nouveau-Brunswick,20-03-2020,,7,4,0,11,640,666,0,0,0.00,1.39,0,0.00,0.00,0,0.00,0.00,123,843.87,0,0.00,0.00,10,11,1.27,0.00,1.43,0.18,0,0,0.00,0.00,0.00,0.00,113,810.92
12,Nova Scotia,Nouvelle-Écosse,20-03-2020,,5,10,0,15,1647,1374,0,1,6.67,1.51,0,0.00,0.00,0,0.00,0.00,177,1385.00,0,0.00,0.00,15,15,1.51,0.00,2.14,0.22,0,0,0.00,0.00,0.00,0.00,127,1660.19
11,Prince Edward Island,Île-du-Prince-Édouard,20-03-2020,,2,0,0,2,75,42,0,0,0.00,1.22,0,0.00,0.00,0,0.00,0.00,0,255.60,0,0.00,0.00,2,2,1.22,0.00,0.29,0.17,0,0,0.00,0.00,0.00,0.00,0,456.43
60,Yukon,Yukon,20-03-2020,,0,0,0,0,0,157,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,77,3652.35,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,20-03-2020,,0,0,0,0,268,191,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,68,4197.43,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,47,5889.59
62,Nunavut,Nunavut,20-03-2020,,0,0,0,0,8,14,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,10,355.30,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,203.03
99,Repatriated travellers,Voyageurs rapatriés,20-03-2020,,13,0,0,13,29,34,0,3,23.08,0.00,0,0.00,0.00,0,0.00,0.00,1,0.00,0,0.00,0.00,11,12,0.00,0.00,1.57,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,20-03-2020,,971,33,11,1004,76843,50068,0,131,13.05,2.63,1,9.09,0.03,0,0.00,0.00,7267,1309.10,0,0.00,0.00,825,959,2.16,0.00,117.86,0.31,10,11,0.03,0.03,1.00,0.00,10963,2009.17
59,British Columbia,Colombie-Britannique,21-03-2020,,424,0,10,424,20417,20229,0,153,36.08,8.13,1,10.00,0.19,0,0.00,0.00,837,3879.15,0,0.00,0.00,360,403,6.90,0.00,51.43,0.99,9,10,0.17,0.19,1.00,0.02,1625,3915.20
